1;BÉSILATE D'AMLODIPINE|;AMLODIPINE BOUCHARA-RECORDATI 10 mg, gélule
1;DOMPÉRIDONE|10 mg;DOMPERIDONE RATIOPHARM 10 mg, comprimé pelliculé
1;DOMPÉRIDONE|20 mg;BIPERIDYS 20 mg, comprimé pelliculé sécable
1;BICARBONATE DE SODIUM|420 mg;BICARBONATE DE SODIUM 4,2 POUR CENT (0,42 g/10 ml) RENAUDIN, solution injectable en ampoule
1;CHLORHYDRATE D'OXYCODONE|80 mg;OXYCODONE EG LP 80 mg, comprimé pelliculé à libération prolongée
1;RABÉPRAZOLE SODIQUE|20 mg;RABEPRAZOLE ISOMED 20 mg, comprimé gastro-résistant
2;IBUPROFÈNE|200 mg;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ|30 mg;ANTARENE CODEINE 200 mg/30 mg, comprimé pelliculé
1;CARVÉDILOL|12,5 mg;CARVEDILOL MYLAN 12.5 mg, comprimé pelliculé sécable
1;BUPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ|2,63 mg;BUPIVACAINE MYLAN 2,5 mg/ml, solution injectable en flacon
1;BROMHYDRATE DE GALANTAMINE|16 mg;GALANTAMINE EG LP 16 mg, gélule à libération prolongée
1;PRÉGABALINE|50 mg;PREGABALINE ZENTIVA K.S. 50 mg, gélule
1;RABÉPRAZOLE SODIQUE|20 mg;RABEPRAZOLE ZYDUS 20 mg, comprimé gastro-résistant
1;PROMÉTHAZINE|2,000 g;PHENERGAN 2 POUR CENT, crème
2;HYDROCHLOROTHIAZIDE|12,5 mg;LISINOPRIL DIHYDRATÉ|;LISINOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable
1;FENTANYL|8,25 mg;MATRIFEN 75 microgrammes/heure, dispositif transdermique
1;DIDANOSINE|25 mg;VIDEX 25 mg, comprimé à croquer ou dispersible
1;CHLORHYDRATE DE FLUOXÉTINE|;FLUOXETINE RANBAXY 20 mg, gélule
1;PÉFLOXACINE (MÉSILATE DE) DIHYDRATÉ|558,50 mg;PEFLACINE 400 mg, comprimé pelliculé sécable
1;ATORVASTATINE CALCIQUE|41,45 mg;ATORVASTATINE ISOMED 40 mg, comprimé pelliculé
1;CHLORHYDRATE DE BUPRÉNORPHINE|0,25 mg;TEMGESIC 0,2 mg, comprimé sublingual
1;CLOTRIMAZOLE|1,0 g;MYCOHYDRALIN, crème
1;ROSUVASTATINE CALCIQUE|;ROSUVASTATINE TEVA 20 mg, comprimé pelliculé
1;PARACÉTAMOL|1000 mg;PARACETAMOL TEVA SANTE 1000 mg, comprimé effervescent sécable
1;DICHLORHYDRATE DE BÉTAHISTINE|24 mg;BETASERC 24 mg, comprimé
1;CÉFUROXIME AXÉTIL|601,44 mg;CEFUROXIME ACTAVIS 500 mg, comprimé pelliculé
1;PALONOSÉTRON (CHLORHYDRATE DE)|;ALOXI 250 microgrammes, solution injectable
1;TADALAFIL|5 mg;TADALAFIL TEVA 5 mg, comprimé pelliculé
1;LOXAPINE|10 mg;ADASUVE 9,1 mg, poudre pour inhalation en récipient unidose
1;OMÉPRAZOLE|20 mg;OMEPRAZOLE GERDA 20 mg, gélule gastro-résistante
1;CHLORHYDRATE DE TRAMADOL|50 mg;OROZAMUDOL 50 mg, comprimé orodispersible
1;TIMOLOL (MALÉATE DE)|0,683 g;TIMOPTOL 0,50 %, collyre en solution
1;OXAZOCILLINE|;BRISTOPEN 1 g/5 ml, poudre et solvant pour solution injectable (IV)
1;THIOCOLCHICOSIDE|4,0 mg;MIOREL 4 mg, gélule
1;CITRATE DE SILDÉNAFIL|;SILDENAFIL EG 20 mg, comprimé pelliculé
5;GLONOINUM POUR PRÉPARATIONS HOMÉOPATHIQUES|4 CH;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES|4 CH;SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES|4 CH;LACHESIS MUTUS POUR PRÉPARATIONS HOMÉOPATHIQUES|5 CH;ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES|4 CH;ACTHEANE, comprimé
1;RISPÉRIDONE|1 mg;RISPERIDONE EG 1 mg, comprimé pelliculé sécable
1;VALSARTAN|40 mg;VALSARTAN MYLAN 40 mg, comprimé pelliculé sécable
1;NÉOSTIGMINE (MÉTILSULFATE DE)|0,5 mg;PROSTIGMINE 0,5 mg/1 ml, solution injectable
1;CHLORHYDRATE DE FLUOXÉTINE|;FLUOXETINE ZENTIVA 20 mg, gélule
1;ROXITHROMYCINE|150 mg;ROXITHROMYCINE ZENTIVA 150 mg, comprimé pelliculé
1;KÉTOPROFÈNE|100 mg;KETOPROFENE PHARMY II 100 mg/2 ml, solution injectable
1;FLUPENTIXOL (DÉCANOATE DE)|2 g;FLUANXOL L P 20 mg/ml, solution injectable (IM)
1;OXALATE D'ESCITALOPRAM|;ESCITALOPRAM BROWN & BURK 10 mg, comprimé pelliculé sécable
2;MAGNÉSIUM (GLYCÉROPHOSPHATE ACIDE DE)|1,895 g;CHLORHYDRATE DE PYRIDOXINE|0,040 g;UVIMAG B6, solution buvable
1;OCTOCOG ALFA |2000 UI;HELIXATE NEXGEN 2000 UI, poudre et solvant pour solution injectable
1;RANITIDINE (CHLORHYDRATE DE)|;RANITIDINE SANDOZ 150 mg, comprimé effervescent
1;SOMATOSTATINE|6 mg;SOMATOSTATINE MYLAN 6 mg/1 ml, poudre et solvant pour solution pour perfusion
1;FRAXINUS AMERICANA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);FRAXINUS AMERICANA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
1;CHLORHYDRATE DE SERTRALINE|;SERTRALINE EG 25 mg, gélule
1;RÉPAGLINIDE|0,5 mg;REPAGLINIDE ACCORD 0,5 mg, comprimé
1;FÉNOFIBRATE|200 mg;FENOFIBRATE ZENTIVA 200 mg, gélule
1;CHLORHYDRATE DE GEMCITABINE|;GEMCITABINE HOSPIRA 200 mg, poudre pour solution pour perfusion
1;CHLORHYDRATE D'OXYMÉTAZOLINE|0,050 g;ATURGYL 0,05 POUR CENT, solution pour pulvérisation nasale
1;RITONAVIR|80 mg;NORVIR 80 mg/ml, solution buvable
1;CHLORHYDRATE DE SERTRALINE|27,977 mg;ZOLOFT 25 mg, gélule
1;CHLORURE DE SODIUM|5,85 g;CHLORURE DE SODIUM PROAMP 0,0585 g/ml (5,85%), solution à diluer pour perfusion
1;TRINITRINE (SOLUTION DE)|0,004580 ml de solution à 4 %;NATISPRAY 0,15 mg/dose, solution pour pulvérisation buccale
1;CHLORHYDRATE DE BUPRÉNORPHINE|;BUPRENORPHINE TEVA 2 mg, comprimé sublingual
1;ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);ALOE LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
1;TÉMOZOLOMIDE|140 mg;TEMOZOLOMIDE MYLAN 140 mg, gélule
1;ÉNOXAPARINE SODIQUE |80 mg;ENOXAPARINE CRUSIA 8 000 UI (80 mg)/0,8 mL, solution injectable en seringue préremplie
1;DORIPÉNEM MONOHYDRATÉ|;DORIBAX 250 mg, poudre pour solution pour perfusion
1;ACICLOVIR|800 mg;ACICLOVIR BIOGARAN 800 mg, comprimé
1;RAMIPRIL|2,5 mg;RAMIPRIL ZYDUS FRANCE 2,5 mg, comprimé sécable
1;CHLORHYDRATE D'OXYCODONE|20 mg;OXYCODONE ARROW 20 mg, gélule
1;MALÉATE D'ÉNALAPRIL|5 mg;ENALAPRIL TEVA SANTE 5 mg, comprimé sécable
1;CLADRIBINE|2 mg;LITAK 2 mg/ml, solution injectable
1;DÉSOGESTREL|0,075 mg;DESOGESTREL BIOGARAN 75 microgrammes, comprimé pelliculé
1;RANITIDINE (CHLORHYDRATE DE)|168 mg;RANITIDINE BIOGARAN 150 mg, comprimé effervescent
1;DOCÉTAXEL|10 mg;DOCETAXEL HOSPIRA 10 mg/ml, solution à diluer pour perfusion
1;CHLORHYDRATE D'OXYCODONE|5 mg;OXYCODONE SANDOZ 5 mg, gélule
1;CHLORHYDRATE DE CARTÉOLOL|1 g;CARTEOL L.P. 1 %, collyre à libération prolongée
1;FLUVASTATINE SODIQUE|21,06 mg;LESCOL 20 mg, gélule
1;CEFTRIAXONE SODIQUE|539,635 mg;CEFTRIAXONE ZENTIVA 500 mg/5 ml, poudre et solvant pour solution injectable (IV)
1;CÉFIXIME TRIHYDRATÉE|;CEFIXIME TEVA 200 mg, comprimé pelliculé
1;CLOZAPINE|25 mg;CLOZAPINE BIOGARAN 25 mg, comprimé sécable
1;FÉNOFIBRATE|200 mg;FENOFIBRATE FOURNIER 200 MICRONISE, gélule
2;PÉRINDOPRIL TERT-BUTYLAMINE|4 mg;INDAPAMIDE|1,25 mg;PERINDOPRIL/INDAPAMIDE KRKA 4 mg/1,25 mg, comprimé
1;GLICLAZIDE|30 mg;DIAMICRON 30 mg, comprimé à libération modifiée
1;IOPROMIDE|768,86 mg;ULTRAVIST 370 (370 mg d'Iode/mL), solution injectable en seringue préremplie pour injecteur automatique
1;HYDROGÉNOTARTRATE DE RIVASTIGMINE|;RIVASTIGMINE EG 3 mg, gélule
2;DIGLUCONATE DE CHLORHEXIDINE|3 mg;TÉTRACAÏNE (CHLORHYDRATE DE)|0,2 mg;DRILL, pastille à sucer
1;BICLOTYMOL|20 mg;SOLUTRICINE MAUX DE GORGE BICLOTYMOL MENTHE 20 mg, pastille
1;FUMARATE DE TÉNOFOVIR DISOPROXIL|150 mg;VIREAD 123 mg, comprimé pelliculé
1;ABEILLE (VENIN D')|550  microgrammes;ALYOSTAL VENIN D'ABEILLE APIS MELLIFERA 550 microgrammes, poudre et solvant pour solution injectable
1;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ|45,1 mg;PANTOPRAZOLE PHR LAB 40 mg, comprimé gastro-résistant
3;APHLOÏA (FEUILLE D') (EXTRAIT SEC DE)|10,000 mg;ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE)|100,000 mg;PYROLE OMBELLÉE (PARTIE AÉRIENNE DE) (EXTRAIT SEC DE)|30,000 mg;CANOL, comprimé enrobé
1;CYCLOPHOSPHAMIDE|1 069 mg;CYCLOPHOSPHAMIDE SANDOZ 1000 mg, poudre pour solution injectable ou pour perfusion
1;TÉMOZOLOMIDE|20 mg;TEMOZOLOMIDE ACCORD 20 mg, gélule
2;PÉRINDOPRIL TERT-BUTYLAMINE|8 mg;BÉSILATE D'AMLODIPINE|;PERINDOPRIL/AMLODIPINE ZENTIVA 8 mg/5 mg, comprimé
4;SALICYLATE D'HYDROXYÉTHYLE|10,00 g;NICOTINATE DE BENZYLE|1,00 g;CAMPHRE RACÉMIQUE|3,50 g;LÉVOMENTHOL|1,00 g;LUMBALGINE, crème
1;DIOSMINE|600 mg;DIOSMINE ZYDUS 600 mg, comprimé pelliculé
1;BÉSILATE DE CISATRACURIUM|2,68 mg;CISATRACURIUM PFIZER 2 mg/ml, solution injectable/pour perfusion
1;TARTRATE DE MÉTOPROLOL|100 mg;SELOKEN 100 mg, comprimé sécable
1;GLIBENCLAMIDE|5 mg;GLIBENCLAMIDE ARROW 5 mg, comprimé sécable
1;CHLORHYDRATE DE THIAMINE|250,000 mg;VITAMINE B1 ARROW CONSEIL 250 mg, comprimé pelliculé
1;CHIMAPHILA UMBELLATA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);CHIMAPHILA UMBELLATA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
1;PIRACÉTAM|800 mg;PIRACETAM MYLAN 800 mg, comprimé pelliculé
1;EPTACOG ALFA (ACTIVÉ) |8 mg;NOVOSEVEN 8 mg (400 KUI), poudre et solvant pour solution injectable
3;GLYCÉROL|15 g;PARAFFINE LIQUIDE|2 g;VASELINE|8 g;GLYCEROL/VASELINE/PARAFFINE MYLAN 15 %/8 %/2 %, crème
10;BERBERIS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (2 DH);TEREBENTHINA POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (3 DH);OXALICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (8 DH);COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (3 DH);GNAPHALIUM POLYCEPHALUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (2 DH);PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (4 DH);NATRUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (2 DH);BETULA ALBA (HOMÉOPATHIE)|3 ml (1 DH);COLCHICUM AUTUMNALE POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (3 DH);KALIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (2 DH);BERBERIS COMPLEXE N°83, solution buvable en gouttes
1;DÉCANOATE DE FLUPHÉNAZINE|25 mg;MODECATE 25 mg/ 1ml, solution injectable I.M. en ampoule
1;DICLOFÉNAC DE DIÉTHYLAMINE|1,16 g;DICLOFENAC RATIOPHARM CONSEIL 1 %, gel
1;SULFATE DE BARYUM|5 g;MICROPAQUE SCANNER, suspension buvable à diluer
1;CÉLÉCOXIB|100 mg;CELECOXIB SANDOZ 100 mg, gélule
3;GIMÉRACIL|5,8 mg;OTÉRACIL MONOPOTASSIQUE|;TÉGAFUR|20 mg;TEYSUNO 20 mg/5,8 mg/15,8 mg, gélule
1;ACIDE-D-(MÉTHOXY-6 ALPHA-MÉTHYL NAPHTALÈNEACÉTIQUE-2)|0,500 g;NAPROSYNE 500 mg, suppositoire
1;LORATADINE|10 mg;LORATADINE RANBAXY 10 mg, comprimé
1;ATÉNOLOL|100 mg;ATENOLOL MYLAN 100 mg, comprimé pelliculé sécable
2;CHLORHYDRATE D'ABACAVIR MONOHYDRATÉ|;LAMIVUDINE|300 mg;ABACAVIR/LAMIVUDINE SANDOZ 600 mg/300 mg, comprimé pelliculé
1;DICLOFÉNAC DE DIÉTHYLAMINE|1,16 g;DICLOFENAC NEPENTHES 1 %, gel
1;TINZAPARINE SODIQUE |3 500 UI Anti-Xa;INNOHEP 3 500 UI anti-Xa/0,35 ml, solution injectable en seringue préremplie
1;TIOCONAZOLE|1 g;TROSYD, crème dermatologique
1;CHLORHYDRATE DE VENLAFAXINE|;VENLAFAXINE EVOLUGEN PHARMA LP 75 mg, gélule à libération prolongée
5;BÉTACAROTÈNE|9 mg;ASCORBATE DE SODIUM|225,00 mg;ACÉTATE D'ALPHA-TOCOPHÉROL|200,00 mg;DI(OXO-5-PYRROLIDONE CARBOXYLATE-2) DE ZINC|25,00 mg;SÉLÉNITE DE SODIUM|0,22 mg;BETASELEN, gélule
1;BENZOICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES|4CH à 30CH et 8DH à 60DH (pommade à 1 %, 4 % ou 10 %);BENZOICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
2;MAGNÉSIUM (SULFATE DE) TRIHYDRATÉ|423,5 mg;LEVURE|50 mg;SPASMAG, gélule
1;BÉSILATE D'AMLODIPINE|;AMLODIPINE RANBAXY 10 mg, gélule
1;FLUDÉSOXYGLUCOSE [18F]|1 GBq à la date et à l'heure de calibration;EFDEGE 1,0 GBq/mL, solution injectable
1;FUMARATE DE BISOPROLOL|10 mg;DETENSIEL 10 mg, comprimé pelliculé sécable
1;TELMISARTAN|40 mg;TELMISARTAN ZYDUS 40 mg, comprimé
18;LEUCINE|0,91 g;ISOLEUCINE|0,52 g;SÉRINE|0,21 g;TRYPTOPHANE L|0,13 g;PROLINE|0,43 g;MÉTHIONINE|0,325 g;CYSTÉINE|0,13 g;VALINE|0,65 g;ACIDE GLUTAMIQUE|1,22 g;L-LYSINE|0,715 g;THRÉONINE|0,52 g;ASPARTIQUE (ACIDE)|1,22 g;ARGININE|2,25 g;ALANINE|0,78 g;TYROSINE|0,045 g;HISTIDINE|0,585 g;PHÉNYLALANINE|0,735 g;GLYCINE|1,04 g;HYPERAMINE 20, solution injectable pour perfusion en flacon
1;OMÉPRAZOLE|10 mg;OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
1;DOMPÉRIDONE|10,00 mg;DOMPERIDONE ZENTIVA 10 mg, comprimé pelliculé
1;SULFAMÉTHIZOL|100 mg;RUFOL 100 mg, comprimé
1;ORNITHINE (OXOGLURATE D')|5 g;OXOGLURATE D'ORNITHINE CHIESI 5 g, poudre pour solution buvable et gastro-entérale en sachet-dose
1;CARBOCISTÉINE|2 g;CARBOCISTEINE MYLAN 2 % ENFANTS, sirop
1;GLUCOSE MONOHYDRATÉ|;GLUCOSE 2,5 % B. BRAUN, solution pour perfusion
1;MÉSALAZINE|800 mg;FIVASA 800 mg, comprimé enrobé gastro-résistant
2;ATOVAQUONE|62,5 mg;CHLORHYDRATE DE PROGUANIL|25 mg;ATOVAQUONE/PROGUANIL ZENTIVA 62,5 mg/25 mg ENFANTS, comprimé pelliculé
1;CHLORHYDRATE DE LOPÉRAMIDE|2 mg;LOPERAMIDE MYLAN 2 mg, gélule
1;OLANZAPINE|5 mg;OLANZAPINE ACCORD 5 mg, comprimé enrobé
1;ATORVASTATINE CALCIQUE TRIHYDRATÉE|10,85 mg;ATORVASTATINE ZENTIVA LAB 10 mg, comprimé pelliculé
2;SPIRONOLACTONE|25 mg;ALTIZIDE|15 mg;SPIRONOLACTONE ALTIZIDE SANDOZ 25 mg/15 mg, comprimé sécable
2;PARACÉTAMOL|325 mg;CHLORHYDRATE DE TRAMADOL|37,5 mg;IXPRIM 37,5 mg/325 mg, comprimé effervescent
1;MÉTRONIDAZOLE|0,5 g;FLAGYL 500 mg, ovule
1;NITRATE D'ÉCONAZOLE|150 mg;ECONAZOLE RANBAXY L.P. 150 mg, ovule à libération prolongée
1;GLICLAZIDE|80 mg;GLICLAZIDE TEVA 80 mg, comprimé sécable
1;CHLORHYDRATE DE DILTIAZEM|200 mg;DILTIAZEM MYLAN LP 200 mg, gélule à libération prolongée
1;CHLORHYDRATE DE LOPÉRAMIDE|2 mg;GASTROWELL LOPERAMIDE 2 mg, gélule
1;CHOLÉCALCIFÉROL|2,5 mg;CHOLECALCIFEROL MYLAN 100 000 UI, solution buvable en ampoule
1;FENTANYL|9,6 mg;FENTANYL BIOGARAN 50 microgrammes/heure, dispositif transdermique
2;EMTRICITABINE|200 mg;FUMARATE DE TÉNOFOVIR ALAFÉNAMIDE|;DESCOVY 200 mg/10 mg, comprime pellicule
1;MANNITOL|10 g;MANNITOL BIOSEDRA 10 POUR CENT, solution pour perfusion
1;NIFUROXAZIDE|200 mg;NIFUROXAZIDE ARROW 200 mg, gélule
1;CHLORHYDRATE DE METFORMINE|1000 mg;METFORMINE ZYDUS 1000 mg, comprimé pelliculé sécable
1;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ|;ESOMEPRAZOLE BIOGARAN 40 mg, gélule gastro-résistante
1;CHLORHYDRATE DE SERTRALINE|;SERTRALINE ZYDUS FRANCE 25 mg, gélule
1;PIPOBROMAN|25 mg;VERCYTE 25 mg, comprimé
1;CISPLATINE|25 mg;CISPLATINE MYLAN 25 mg/25 ml, solution à diluer pour perfusion
1;PRAVASTATINE SODIQUE|40 mg;ELISOR 40 mg, comprimé
1;ADALIMUMAB |80 mg;HUMIRA 80 mg, solution injectable en seringue préremplie
