1;CYTARABINE|100 mg
1;RITONAVIR|80 mg
1;LAUROCERASUS POUR PREPARATIONS HOMEOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;CITRATE DE SILDÉNAFIL|140,45 mg
1;ACIDE SALICYLIQUE|14,54 mg
1;CHLORHYDRATE DE MÉTHYLPHÉNIDATE|20,00 mg
1;ACÉTATE DE FLÉCAÏNIDE|100 mg
1;TARTRATE D'ALIMÉMAZINE|6,250 mg
1;RIVAROXABAN|10 mg
7;CHLORURE DE SODIUM|6,45 g;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ|2,033 g;CHLORURE DE POTASSIUM|0,314 g;GLUCOSE ANHYDRE|22 g;ACIDE LACTIQUE|5,4 g;BICARBONATE DE SODIUM|3,09 g;CHLORURE DE CALCIUM DIHYDRATÉ|5,145 g
1;ÉPOÉTINE ZÊTA |40000 UI
1;PALMITATE DE PALIPÉRIDONE|410 mg
1;TARTRATE D'ÉLIGLUSTAT|100 mg
1;DULCAMARA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;DIOSMINE|600 mg
1;NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH
2;FOLLITROPINE ALFA |900 UI;LUTROPINE ALFA |450 UI
1;FENTANYL|8,4 mg
1;CYANOCOBALAMINE|1000 µg
1;IXÉKIZUMAB |80 mg
1;CHLORHYDRATE DE DOBUTAMINE|
1;BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES|3CH à 30CH et 5DH à 60DH (pommade à 1 %, 4 % ou 10 %)
1;OXYGÈNE|q.s. (sous une pression de 10 à 12 bar, à -150 °C)
1;ISOTRÉTINOÏNE|10 mg
1;ZUCLOPENTHIXOL (DICHLORHYDRATE DE)|11,82 mg
1;IBUPROFÈNE|5 g
1;LÉVOFLOXACINE HÉMIHYDRATÉE|512,46 mg
1;URAPIDIL|100 mg
1;TÉRÉBENTHINE (HUILE ESSENTIELLE DE) (PRODUITS D'OXYDATION DE L')|0,06 g
1;ACIDE SALICYLIQUE|40 g
2;THROMBINE HUMAINE |800 - 1200 UI;CONCENTRÉ DE PROTÉINES COAGULABLES |50 - 90 mg
1;CYSTINE|500 mg
5;CHLORURE DE SODIUM|5,786 g;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ|0,1017 g;GLUCOSE MONOHYDRATÉ|46,75 g;SODIUM (LACTATE DE), SOLUTION DE|7,850 g;CHLORURE DE CALCIUM DIHYDRATÉ|0,2573 g
1;CLINDAMYCINE (PHOSPHATE DE)|
1;ZINC (GLUCONATE DE)|
1;LAMOTRIGINE|50,0 mg
1;CHLORHYDRATE DE ROPINIROLE|2,28 mg
1;FOTÉMUSTINE|208 mg
1;FUMARATE FERREUX|10,0 g
1;SULFATE DE PROTAMINE|1 000 Unités Antihéparine
1;LODOXAMIDE TROMÉTAMOL|0,1780 g
1;DÉFÉRASIROX|500 mg
1;BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;BIMATOPROST|0,1 mg
1;TÉMOPORFINE|4 mg
1;INTERFÉRON ALFA-2A |9 Millions UI
1;LÉNALIDOMIDE|10 mg
3;VIRUS DE LA ROUGEOLE, SOUCHE SCHWARTZ, VIVANT, ATTÉNUÉ |au minimum 10^^3,0 DICC50;VIRUS RUBÉOLEUX (SOUCHE WISTAR RA 27/3) ATTÉNUÉ |au minimum 10^^3,0 DICC50;VIRUS DES OREILLONS (SOUCHE RIT 4385 DERIVÉE DE LA SOUCHE JERYL LYNN) ATTENUÉ |au minimum 10^^3,7 DICC50
4;CHLORHYDRATE DE QUININE|146,8200 mg;CINCHONINE (CHLORHYDRATE DE)|1,0600 mg;CINCHONIDINE (CHLORHYDRATE DE)|1,0075 mg;QUINIDINE (CHLORHYDRATE DE)|3,8550 mg
1;MÉTOPIMAZINE|0,4000 g
1;VIGNE ROUGE (FEUILLE DE) (EXTRAIT SEC DE)|200 mg
1;CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)
1;MONTÉLUKAST SODIQUE|5,2 mg
1;CAFÉINE (CITRATE DE)|25,0 mg
1;ÉPOÉTINE ZÊTA |1000 UI
1;SULFATE D'AMIKACINE|667,50 mg
1;BROMHYDRATE DE DEXTROMÉTHORPHANE|15 mg
1;MIZOLASTINE|10 mg
1;CLORAZÉPATE DIPOTASSIQUE|0,005 g
1;ATORVASTATINE CALCIQUE|82,72 mg
21;ACÉTATE DE SODIUM TRIHYDRATÉ|4,31 g;LEUCINE|4,02 g;ISOLEUCINE|3,30 g;SÉRINE|2,75 g;TRYPTOPHANE L|0,99 g;GLUCOSE MONOHYDRATÉ|165 g;PROLINE|3,74 g;MÉTHIONINE|2,20 g;VALINE|3,19 g;CHLORURE DE SODIUM|2,24 g;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ|1,02 g;DL-LYSINE (MONOCHLORHYDRATE DE)|3,99 g;THRÉONINE|2,31 g;PHOSPHATE DIPOTASSIQUE|5,22 g;ARGININE|6,32 g;ALANINE|11,38 g;TYROSINE|0,22 g;HISTIDINE|2,64 g;PHÉNYLALANINE|3,08 g;GLYCINE|5,67 g;CHLORURE DE CALCIUM DIHYDRATÉ|0,662 g
1;MÉBUTATE D'INGÉNOL|500 microgrammes
3;SODIUM (PICOSULFATE DE)|10 mg;ACIDE CITRIQUE ANHYDRE|10,97 g;MAGNÉSIUM (OXYDE DE) LÉGER|3,5 g
1;BARDANE (GRANDE) (RACINE DE) (POUDRE DE)|350 mg
1;BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)
2;DIHYDROERGOCRISTINE (MÉSILATE DE)|2,4 mg;RAUBASINE|19,20 mg
1;FRUCTOSE|5 g
2;BRINZOLAMIDE|10 mg;TARTRATE DE BRIMONIDINE|2 mg
1;AMISULPRIDE|200 mg
10;HAMAMELIS POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (TM);AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (TM);SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (4 DH);NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (4 DH);COLLINSONIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (3 DH);BOLDO (PEUMUS BOLDUS) |3 ml (TM);VERBASCUM THAPSUS POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (2 DH);ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (4 DH);NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (3 DH);PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES|3 ml (3 DH)
1;EXTRAIT SEC RAFFINÉ ET QUANTIFIÉ DE GINKGO|40 mg
2;INDAPAMIDE|1,25 mg;TOSILATE DE PÉRINDOPRIL|5 mg
1;MÉTHYLDOPA SESQUIHYDRATÉ|282,5 mg
1;IBUPROFÈNE (LYSINATE D')|684 mg
1;MAGNÉSIUM (PIDOLATE DE)|10 g
3;SOLIDAGO VIRGA AUREA POUR PRÉPARATIONS HOMÉOPATHIQUES|0,02 ml (4 DH);CAPSELLA BURSA PASTORIS POUR PRÉPARATIONS HOMÉOPATHIQUES|0,02 ml (6 DH);SPIRAEA ULMARIA POUR PRÉPARATION HOMÉOPATHIQUE|0,02 ml (4 DH)
1;PHOSPHATE DE TÉNOFOVIR DISOPROXIL|
1;ACÉTATE DE CÉTRORÉLIX|
1;DUTASTÉRIDE|0,5 mg
1;INDAPAMIDE|1,500 mg
1;SUGAMMADEX SODIQUE|
1;COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH
1;GÉFITINIB|250 mg
1;TRINITRINE|47,04 mg
28;PHOSPHATE MONOSODIQUE DIHYDRATÉ|1,872 g;CHLORHYDRATE D'HISTIDINE MONOHYDRATÉ|1,62 g;MAGNÉSIUM (ACÉTATE DE) TÉTRAHYDRATÉ|0,686 g;PROLINE|3,26 g;TRIGLYCÉRIDES D'ACIDES OMÉGA-3 |4 g;ACIDE GLUTAMIQUE|3,37 g;CHLORURE DE SODIUM|0,402 g;HYDROXYDE DE SODIUM|0,781 g;THRÉONINE|1,74 g;ASPARTIQUE (ACIDE)|1,44 g;ALANINE|4,66 g;TRIGLYCÉRIDES À CHAÎNE MOYENNE|20 g;CHLORURE DE CALCIUM DIHYDRATÉ|0,470 g;PHÉNYLALANINE|3,37 g;HUILE DE SOJA RAFFINÉE|16 g;ACÉTATE DE SODIUM TRIHYDRATÉ|0,222 g;LEUCINE|3,01 g;ISOLEUCINE|2,26 g;SÉRINE|2,88 g;TRYPTOPHANE L|0,54 g;CHLORHYDRATE DE LYSINE|2,73 g;ACÉTATE DE POTASSIUM|2,747 g;GLUCOSE MONOHYDRATÉ|132 g;MÉTHIONINE|1,88 g;VALINE|2,5 g;ACÉTATE DE ZINC DIHYDRATÉ|5,26 mg;ARGININE|2,59 g;GLYCINE|1,58 g
2;DÉSOGESTREL|0,150 mg;ÉTHINYLESTRADIOL|0,020 mg
1;CHLORHYDRATE D'ÉPHÉDRINE|3 mg
1;SULFATE DE SALBUTAMOL|
1;TARTRATE DE ZOLPIDEM|5 mg
1;CHLORHYDRATE DE MÉTOCLOPRAMIDE|15 mg
1;LANSOPRAZOLE|15 mg
1;DIGOXINE|5 mg
4;PHÉNOL|0,25 g;CHLORHYDRATE DE PROCAÏNE|0,2875 g;CHLORHYDRATE D'ÉPHÉDRINE|0,125 g;TÉTRACAÏNE (CHLORHYDRATE DE)|0,3125 g
1;ESTRIOL|0,5 mg
2;CARBONATE DE CALCIUM|1375 mg;CHOLÉCALCIFÉROL (CONCENTRAT DE), FORME PULVÉRULENTE|4 mg
1;MINOXIDIL|2 g
1;CARBOMÈRE 974P|1,5 mg
3;MANGANÈSE (GLUCONATE DE) DIHYDRATÉ|0,240 mg;COBALT (GLUCONATE DE) DIHYDRATÉ|0,240 mg;CUIVRE (GLUCONATE DE)|0,220 mg
1;CHLORHYDRATE DE MINOCYCLINE|
3;CHLORHYDRATE DE PSEUDOÉPHÉDRINE|60 mg;CHLORHYDRATE DE TRIPROLIDINE|2,5 mg;PARACÉTAMOL|500 mg
1;VÉNÉTOCLAX|50 mg
1;CÉFUROXIME SODIQUE|789 mg
1;DARBÉPOÉTINE ALFA |200 microgrammes
1;MALÉATE DE TRIMÉBUTINE|50 mg
1;BICALUTAMIDE|50,00 mg
1;FUROSÉMIDE|40 mg
1;OXAZOCILLINE|
1;CHLORHYDRATE D'HYDROMORPHONE|16 mg
1;CHLORHYDRATE DE MÉTOCLOPRAMIDE|0,105 g
1;RUSCUS ACULEATUS POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH  (pommade à 4 %)
1;PÉRINDOPRIL TERT-BUTYLAMINE|8 mg
1;PREDNISONE|1 mg
1;KETOTIFÈNE (FUMARATE DE)|2,75 mg
3;PÉRINDOPRIL ARGININE|10 mg;ATORVASTATINE CALCIQUE TRIHYDRATÉE|43,28 mg;BÉSILATE D'AMLODIPINE|13,87 mg
1;BÉNAZÉPRIL (CHLORHYDRATE DE)|10 mg
1;CITRATE DE FENTANYL|0,314 mg
4;CHLORURE DE SODIUM|0,20 g;CHLORURE DE POTASSIUM|0,15 g;GLUCOSE ANHYDRE|10,00 g;GLUCONATE DE CALCIUM|0,10 g
1;EAU POUR PRÉPARATIONS INJECTABLES|qsp 1 ampoule
1;ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ|10,58 mg
1;APRÉPITANT|80 mg
1;CHLORHYDRATE DE TAPENTADOL|
1;D-PHÉNOTHRINE|0,30 g
1;MÉTHOTREXATE|50 mg
1;MISOPROSTOL|400 microgrammes
1;DARBÉPOÉTINE ALFA |40 microgrammes
1;LACTULOSE LIQUIDE|
1;ALBUMINE HUMAINE |200 g de protéines totales
1;TACROLIMUS MONOHYDRATÉ|4,08 mg
1;CHLORHYDRATE DE DILTIAZEM|120 mg
1;MÉTHOXYFLURANE|99,9 % m/m
1;VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ |720 U
1;PASSIFLORE (EXTRAIT DE) (SEC)|100 mg
1;SOMATOSTATINE|0,25 mg
1;ARSENICUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES|3CH à 30CH et 5DH à 60DH
2;PROMESTRIÈNE|0,010 g;CHLORQUINALDOL|0,200 g
1;AESCULUS GLABRA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;COMPLEXE D'HYDROXYDE FERRIQUE - SACCHAROSE|540 mg
2;SULFATE FERREUX HEPTAHYDRATÉ|325,00 mg;ACIDE ASCORBIQUE|500 mg
1;TESTOSTÉRONE|30 mg
1;PALMITATE DE PALIPÉRIDONE|234 mg
1;DICHLORHYDRATE DE PICLOXYDINE|0,0500 g
1;DINITRATE D'ISOSORBIDE|40,00 mg
1;GLIPIZIDE|5,490 mg
1;DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)
1;PÉRINDOPRIL ARGININE|5 mg
1;MÉLOXICAM|7,5 mg
8;ANTIGÈNE COQUELUCHEUX : ANATOXINE |25 microgrammes;VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ |8 U.D. (unité antigène D);VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ |32 U.D. (unité antigène D);VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ |40 U.D. (Unité antigène D);ANTIGÈNE COQUELUCHEUX : HÉMAGGLUTININE FILAMENTEUSE |25 microgrammes;ANATOXINE DIPHTÉRIQUE |supérieur ou égal à 30 UI;ANATOXINE TÉTANIQUE |supérieur ou égal à 40 UI;ANTIGÈNE COQUELUCHEUX : PERTACTINE  |8 microgrammes
1;TRABECTÉDINE|1 mg
1;ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;VANDÉTANIB|300 mg
2;FOIE DE POISSON (HUILE DE)|20,000 g;OXYDE DE ZINC|27,000 g
1;SIMOCTOCOG ALFA |250 UI
1;TOPIRAMATE|100,00 mg
47;CYCLOHEXYLBENZOTHIAZOLESULFENAMIDE|0,020 mg;ALCOOL CINNAMIQUE|0,054 mg;HYDROXYMÉTHYLSUCCINIMIDE|0,150 mg;TÉTRAMÉTHYLTHIURAME (DISULFURE DE)|0,005 mg;ALCOOLS DE GRAISSE DE LAINE|0,810 mg;HYDROXYCITRONELLAL|0,054 mg;BAUME DU PÉROU|0,650 mg;SULFATE DE NÉOMYCINE|0,190 mg;CHLORQUINALDOL|0,077 mg;PROPYLE (PARAHYDOXYBENZOATE DE)|0,160 mg;BENZYLE (PARAHYDROXYBENZOATE DE)|0,160 mg;ZINC (DIÉTHYLDITHIOCARBAMATE DE)|0,068 mg;MÉTHYLE (PARAHYDROXYBENZOATE DE)|0,160 mg;MERCUROTHIOLATE SODIQUE|0,0065 mg;POTASSIUM (DICHROMATE DE)|0,019 mg;EUGÉNOL|0,034 mg;PARAPHÉNYLÈNEDIAMINE|0,073 mg;ISOEUGÉNOL|0,015 mg;GÉRANIOL|0,070 mg;ISOPROPYLPHÉNYLPARAPHÉNYLÈNEDIAMINE|0,010 mg;DIPHÉNYLPARAPHÉNYLÈNEDIAMINE|0,025 mg;CYCLOHEXYLPHÉNYLPARAPHÉNYLÈNEDIAMINE|0,025 mg;ALPHA-AMYLCINNAMALDÉHYDE|0,015 mg;ZINC (DIBUTYLDITHIOCARBAMATE DE)|0,068 mg;CINNAMALDÉHYDE|0,034 mg;ÉTHYLE (PARAHYDROXYBENZOATE D')|0,160 mg;ÉTHYLÈNEDIAMINE (DICHLORHYDRATE D')|0,041 mg;DIPENTAMÉTHYLÈNETHIURAME (DISULFURE DE)|0,005 mg;MERCAPTOBENZOTHIAZOLE|0,061 mg;TÉTRACAÏNE (CHLORHYDRATE DE)|0,073 mg;CLIOQUINOL|0,077 mg;RÉSINE P-TERT-BUTYLPHÉNOLFORMALDÉHYDE|0,041 mg;MORPHOLINYLMERCAPTOBENZOTHIAZOLE|0,020 mg;RÉSINE ÉPOXY|0,041 mg;NICKEL (SULFATE DE) HEXAHYDRATÉ|0,160 mg;DIBENZOTHIAZOLE (DISULFURE DE)|0,020 mg;CHLORHYDRATE DE CINCHOCAÏNE|0,073 mg;COLOPHANE|0,690 mg;BENZOCAÏNE|0,364 mg;CHÊNE (MOUSSE DE)|0,070 mg;BUTYLE (PARAHYDROXYBENZOATE DE)|0,160 mg;QUATERNIUM 15|0,081 mg;COBALT (CHLORURE DE) HEXAHYDRATÉ|0,016 mg;TÉTRAMÉTHYLTHIURAME (MONOSULFURE DE)|0,005 mg;KATHON CG|0,0032 mg;DIPHÉNYLGUANIDINE|0,068 mg;DISULFIRAME|0,005 mg
6;FACTEUR X DE COAGULATION HUMAIN |720 - 1200 UI;PROTÉINE S |480 - 1280 UI;FACTEUR IX DE COAGULATION HUMAIN |1000 UI;FACTEUR VII DE COAGULATION HUMAIN |360 - 960 UI;PROTÉINE C HUMAINE |520 - 1240 UI;FACTEUR II DE COAGULATION HUMAIN |560 - 1520 UI
3;SUCCINATE DE TÉNOFOVIR DISOPROXIL|300,6 mg;ÉFAVIRENZ|600 mg;EMTRICITABINE|200 mg
1;BÉLIMUMAB |120 mg
1;ACÉTATE D'ULIPRISTAL|5 mg
1;CHLORHYDRATE D'OXYMÉTAZOLINE|0,050 g
1;TOBRAMYCINE|300 mg
1;TROPATÉPINE (CHLORHYDRATE DE)|10 mg
1;AZITHROMYCINE DIHYDRATÉE|628,930 mg
1;MAGALDRATE|944,5 mg
2;FERREUX (SUCCINATE)|100,00 mg;SUCCINIQUE (ACIDE)|100,00 mg
1;SULFATE DE SALBUTAMOL|120 microgrammes
1;LAMOTRIGINE|5,00 mg
1;INFLIXIMAB |100 mg
1;BÉTAXOLOL (CHLORHYDRATE DE)|0,28 g
1;CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
2;SULFATE DE NÉOMYCINE|340.000 UI;SULFATE DE POLYMYXINE B|1.000.000 UI
1;HÉLICIDINE|10 ml
1;CICLOPIROX OLAMINE|1,5 g
1;LAPPA MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)
2;VALÉRATE D'ESTRADIOL|2 mg;MÉDROXYPROGESTÉRONE (ACÉTATE DE)|5 mg
1;CORIFOLLITROPINE ALFA |150 µg
1;MÉSILATE DE DÉFÉROXAMINE|2 g
1;GRANDE CAMOMILLE (EXTRAIT SEC DE)|200 mg
1;PROGESTÉRONE|200 mg
2;DÉSOGESTREL|0,15 mg;ÉTHINYLESTRADIOL|0,02 mg
1;CITRATE DE FENTANYL|1256,8 microgrammes
1;NIFÉDIPINE|20 mg
1;CHLORPROMAZINE (CHLORHYDRATE DE)|4,458 g
1;BÉSILATE D'AMLODIPINE|6,983 mg
1;OXALATE D'ESCITALOPRAM|25,551 mg
1;HÉPARINE CALCIQUE|25 000 UI
1;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES|2,5 mg (9 CH)
1;FUSIDIQUE (ACIDE)|20 mg
1;GRINDÉLIA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;PROPIONATE DE CLOBÉTASOL|500 microgrammes
1;FUROATE DE MOMÉTASONE|400 microgrammes
1;KÉTAMINE (CHLORHYDRATE DE)|57,68 mg
1;MÉTHOTREXATE|2,5 mg
1;RIOCIGUAT|1 mg
1;ALPROSTADIL|500 microgrammes
1;CLADRIBINE|10 mg
1;KETOTIFÈNE (FUMARATE DE)|0,0276 g
1;CÉFACLOR|392,3 mg
1;SÉLÉNIUM (SULFURE DE)|2,50 g
1;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ|19,500 mg
1;OCRIPLASMINE |0,5 mg
1;PANCRÉAS (POUDRE DE) (PORCINE)|274,050 - 329,875 mg
1;ACÉTATE DE CYPROTÉRONE|50,00 mg
1;ALENDRONATE DE SODIUM MONOHYDRATÉ|11,6 mg
1;CLOZAPINE|25 mg
1;LOSARTAN POTASSIQUE|500 mg
1;PEMBROLIZUMAB |50 mg
1;ANTITHROMBINE HUMAINE |100 UI
1;CINA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH
1;CHLORHYDRATE DE PHÉNYLÉPHRINE|10 mg
1;BUDÉSONIDE|0,50 mg
1;ALTHAEA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;DEXAMÉTHASONE|700 µg
1;LABÉTALOL (CHLORHYDRATE DE)|200 mg
2;MALÉATE DE DEXCHLORPHÉNIRAMINE|2,000 mg;BÉTAMÉTHASONE|0,250 mg
2;ÉZÉTIMIBE|10 mg;SIMVASTATINE|20 mg
1;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ|1 mg
6;LEUCINE|0,025 g;DL-LYSINE (MONOCHLORHYDRATE DE)|0,200 g;ASCORBATE DE SODIUM|1,125 g;ASPARTATE DE MAGNÉSIUM DIHYDRATÉ|0,200 g;VALINE|0,010 g;PHÉNYLALANINE|0,010 g
1;EFTRÉNONACOG ALFA |500 UI
1;ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (crème à 4 %)
1;LOPRAZOLAM (MÉSILATE DE) MONOHYDRATÉ|1,245 mg
1;FLUDÉSOXYGLUCOSE [18F]|185 MBq à la date et à l'heure de calibration
1;ÉPOÉTINE ALFA |16,8 microgrammes
1;TOBRAMYCINE (SULFATE DE)|
1;SÉLÉNITE DE SODIUM|2,19 mg
1;MORUE (FOIE DE) (HUILE DE)|400 mg
1;BENZALKONIUM (CHLORURE DE)|0,04 g
1;CHLORHYDRATE D'ÉPHÉDRINE|30,0 mg
1;ASCLEPIAS TUBEROSA POUR PRÉPARATIONS HOMÉOPATHIQUES|3CH à 30CH et 5DH à 60DH (pommade à 4 %)
1;DIHYDROERGOTOXINE (MÉSILATE DE)|4,5 mg
1;AETHIOPS MERCURIALIS MINERALIS POUR PRÉPARATIONS HOMÉOPATHIQUES|4CH à 30CH et 8DH à 60DH (pommade à 4 %)
1;GLYCÉROL|1,92 g
1;COCHLEARIA ARMORACIA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)
1;NORÉTHANDROLONE|10 mg
2;CALAMINE|8 g;OXYDE DE ZINC|8 g
1;ANGUSTURA VERA POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)
1;BUDÉSONIDE|1,28 mg
2;ATOVAQUONE|250,00 mg;CHLORHYDRATE DE PROGUANIL|100,00 mg
1;CHLORHYDRATE DE CÉLIPROLOL|200,00 mg
1;ASPARAGINASE|10 000 UI
1;BICARBONATE DE SODIUM|84 mg
1;FUCUS|130 mg
1;MANNITOL|20 g
1;GRAPHITES POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;OXYGÈNE|qs (sous une pression de 10 à 15 bar
1;ARIPIPRAZOLE|15 mg
5;DL-MÉTHIONINE|250,00 mg;MAGNÉSIUM (OXYDE DE) LOURD|225,00 mg;GLYCÉROPHOSPHATE DE CALCIUM|18,00 mg;MANGANÈSE (GLYCÉROPHOSPHATE DE)|9,00 mg;FERRIQUE (GLYCÉROPHOSPHATE)|9,00 mg
2;PHÉNOBARBITAL|15 mg;CAFÉINE|3,750 mg
1;NATRUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %)
1;BUXUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES|3CH à 30CH et 5DH à 60DH (pommade à 4 %)
1;CLINDAMYCINE (CHLORHYDRATE DE) HYDRATÉ|
1;CÉFAZOLINE SODIQUE|
2;LACTATE DE MAGNÉSIUM DIHYDRATÉ|;GLYCINE|190,0 mg
1;ACÉTATE DE LEUPRORÉLINE|22,5 mg
