47933;SODIUM (PICOSULFATE DE);2;SODIUM (PICOSULFATE DE);PICOSULFATE DE SODIUM
34627;VIBRIO CHOLERAE INABA 48, BIOTYPE CLASSIQUE, INACTIVÉ PAR LA CHALEUR;1;VIBRIO CHOLERAE INABA 48, BIOTYPE CLASSIQUE, INACTIVÉ PAR LA CHALEUR
10655;MÉTOCLOPRAMIDE;1;MÉTOCLOPRAMIDE
47920;IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN ;1;IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN 
17295;ALDESLEUKINE ;1;ALDESLEUKINE 
65378;THROMBINE HUMAINE ;1;THROMBINE HUMAINE 
19473;BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES;1;BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES
19476;POVIDONE;2;POLYVINYLPOLYPYRROLIDONE;POVIDONE
4982;IMMUNOGLOBULINE HUMAINE TÉTANIQUE ;1;IMMUNOGLOBULINE HUMAINE TÉTANIQUE 
81834;TIBOLONE;1;TIBOLONE
21799;OSCILLOCOCCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;OSCILLOCOCCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
60922;MONTMORILLONITE BEIDELLITIQUE;2;MONMECTITE;MONTMORILLONITE BEIDELLITIQUE
1;CHLORHYDRATE DE LOPÉRAMIDE;2;LOPÉRAMIDE (CHLORHYDRATE DE);CHLORHYDRATE DE LOPÉRAMIDE
60921;SÉLÉGILINE (CHLORHYDRATE DE);2;SÉLÉGILINE (CHLORHYDRATE DE);CHLORHYDRATE DE SÉLÉGILINE
60920;TERLIPRESSINE (ACÉTATE DE);2;TERLIPRESSINE (ACÉTATE DE);ACÉTATE DE TERLIPRESSINE
33763;TÉDUGLUTIDE ;1;TÉDUGLUTIDE 
2799;CHLORHYDRATE DE PÉTHIDINE;1;CHLORHYDRATE DE PÉTHIDINE
2314;SENNA POUR PREPARATIONS HOMEOPATHIQUES;1;SENNA POUR PREPARATIONS HOMEOPATHIQUES
5;ACÉTYLSALICYLIQUE (ACIDE);2;ACÉTYLSALICYLIQUE (ACIDE);ACIDE ACÉTYLSALICYLIQUE
54247;ESCINE BÊTA;1;ESCINE BÊTA
6;ASPARTIQUE (ACIDE);3;ASPARTIQUE (ACIDE);ACIDE L-ASPARTIQUE;ACIDE ASPARTIQUE
7;ACIDE BENZOÏQUE;1;ACIDE BENZOÏQUE
8;BORIQUE (ACIDE);2;BORIQUE (ACIDE);ACIDE BORIQUE
3641;ASCORBATE DE CALCIUM;2;ASCORBATE DE CALCIUM DIHYDRATÉ;ASCORBATE DE CALCIUM
56429;SODIUM (DIHYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ;1;SODIUM (DIHYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ
4979;DINITRATE D'ISOSORBIDE;1;DINITRATE D'ISOSORBIDE
21761;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 ;3;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 ;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 - SOUCHE A;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 - SOUCHE ANALOGUE (LIGNÉE B/YAMAGATA/16/88) (B/PHUKET/3073/2013, SOUCHE SAUVAGE) 
39057;CITRUS LIMONUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;CITRUS LIMONUM POUR PRÉPARATIONS HOMÉOPATHIQUES
15089;LACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;LACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
45730;(S)-LACTATE DE SODIUM;2;SODIUM ;(S)-LACTATE DE SODIUM
3661;BÉTACAROTÈNE;1;BÉTACAROTÈNE
2331;RIBOFLAVINE;1;RIBOFLAVINE
60929;DICHLORHYDRATE DE CÉTIRIZINE;2;CÉTIRIZINE (DICHLORHYDRATE DE);DICHLORHYDRATE DE CÉTIRIZINE
4509;BÉTAMETHASONE (PHOSPHATE DE) ET DE DISODIUM;4;BÉTAMÉTHASONE (PHOSPHATE DISODIQUE DE);BÉTAMETHASONE (PHOSPHATE DE) ET DE DISODIUM;PHOSPHATE DISODIQUE DE BÉTAMÉTHASONE;BÉTAMÉTHASONE (PHOSPHATE SODIQUE DE)
72906;MÉSILATE DE LENVATINIB;1;MÉSILATE DE LENVATINIB
65381;SULFATE DE CIPROFLOXACINE;1;SULFATE DE CIPROFLOXACINE
4503;KÉTAMINE (CHLORHYDRATE DE);2;KÉTAMINE (CHLORHYDRATE DE);CHLORHYDRATE DE KÉTAMINE
27062;INDIGOTINE;1;INDIGOTINE
88022;TÉGAFUR;1;TÉGAFUR
2329;RÉSERPINE;1;RÉSERPINE
40030;MAGNÉSIUM (GLYCÉROPHOSPHATE ACIDE DE);1;MAGNÉSIUM (GLYCÉROPHOSPHATE ACIDE DE)
23957;LANSOPRAZOLE;1;LANSOPRAZOLE
20441;CLOTIAZÉPAM;1;CLOTIAZÉPAM
40035;VILDAGLIPTINE;1;VILDAGLIPTINE
3671;DIASTASE DE L'ORGE GERMÉE;1;DIASTASE DE L'ORGE GERMÉE
3673;ACÉTATE DE DEXAMÉTHASONE;1;ACÉTATE DE DEXAMÉTHASONE
17270;ALENDRONATE DE SODIUM MONOHYDRATÉ;2;ALENDRONATE DE SODIUM MONOHYDRATÉ;ALENDRONATE MONOSODIQUE MONOHYDRATÉ
1493;CHLORHYDRATE DE CLOMIPRAMINE;2;CHLORHYDRATE DE CLOMIPRAMINE;CLOMIPRAMINE (CHLORHYDRATE DE)
2340;MÉTHOCARBAMOL;1;MÉTHOCARBAMOL
40037;RAPHANUS SATIVUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;1;RAPHANUS SATIVUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES
42215;ANASTROZOLE;1;ANASTROZOLE
15093;OLEA EUROPAEA POUR PREPARATIONS HOMEOPATHIQUES;1;OLEA EUROPAEA POUR PREPARATIONS HOMEOPATHIQUES
47903;AFLIBERCEPT ;1;AFLIBERCEPT 
2338;CHLORHYDRATE DE NALBUPHINE;1;CHLORHYDRATE DE NALBUPHINE
27074;CACAO POUR PRÉPARATIONS HOMÉOPATHIQUES;1;CACAO POUR PRÉPARATIONS HOMÉOPATHIQUES
1006;ACÉTAZOLAMIDE;1;ACÉTAZOLAMIDE
30234;FORMICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;FORMICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
2332;RIFAMPICINE;1;RIFAMPICINE
4511;CHLORURE DE TROSPIUM;2;CHLORURE DE TROSPIUM;TROSPIUM (CHLORURE DE)
3666;CINÉOLE;1;CINÉOLE
29250;BROMHYDRATE DE CITALOPRAM;2;CITALOPRAM (BROMHYDRATE DE);BROMHYDRATE DE CITALOPRAM
67572;N-ÉTHYL ÉTHYLAMINE;2;DIÉTHYLAMINE;N-ÉTHYL ÉTHYLAMINE
10644;RICINUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;1;RICINUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES
91695;SODIUM (LACTATE DE) ANHYDRE;2;LACTATE DE SODIUM ANHYDRE;SODIUM (LACTATE DE) ANHYDRE
23926;ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE);2;ARTICHAUT (EXTRAIT SEC D');ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE)
38188;AGOMÉLATINE;1;AGOMÉLATINE
3682;MALÉATE D'ÉNALAPRIL;2;MALÉATE D'ÉNALAPRIL;ÉNALAPRIL (MALÉATE D')
20890;TOPIRAMATE;1;TOPIRAMATE
3683;JABORANDI POUR PRÉPARATIONS HOMÉOPATHIQUES;1;JABORANDI POUR PRÉPARATIONS HOMÉOPATHIQUES
1021;GLYCINE;1;GLYCINE
2350;MÉTHYCLOTHIAZIDE;1;MÉTHYCLOTHIAZIDE
81405;MANGANUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;MANGANUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
99176;ABCIXIMAB (C7E3B FAB);1;ABCIXIMAB (C7E3B FAB)
90361;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) ;1;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) 
79576;MACROGOL 3350;1;MACROGOL 3350
29226;ASARUM EUROPAEUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;ASARUM EUROPAEUM POUR PRÉPARATIONS HOMÉOPATHIQUES
2345;MÉTHOTREXATE;1;MÉTHOTREXATE
1014;ACÉTYLCYSTÉINE;2;N-ACÉTYL L-CYSTÉINE;ACÉTYLCYSTÉINE
29225;SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;1;SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
1498;CLOPAMIDE;1;CLOPAMIDE
3675;PHOSPHATE SODIQUE DE DEXAMÉTHASONE;2;PHOSPHATE SODIQUE DE DEXAMÉTHASONE;DEXAMÉTHASONE (PHOSPHATE SODIQUE DE)
6701;ACETANILIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;ACETANILIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
31558;LÉNOGRASTIM ;1;LÉNOGRASTIM 
88044;AZACITIDINE;1;AZACITIDINE
30227;CHLORHYDRATE DE CÉFOTIAM HEXÉTIL;1;CHLORHYDRATE DE CÉFOTIAM HEXÉTIL
15075;ASCLEPIAS TUBEROSA POUR PRÉPARATIONS HOMÉOPATHIQUES;1;ASCLEPIAS TUBEROSA POUR PRÉPARATIONS HOMÉOPATHIQUES
17256;ÉFAVIRENZ;1;ÉFAVIRENZ
70764;POLYOSIDE D'HAEMOPHILUS INFLUENZAE DE TYPE B CONJUGUÉ À LA PROTÉINE MÉNINGOCOCCI;2;POLYOSIDE D'HAEMOPHILUS INFLUENZAE DE TYPE B CONJUGUÉ À LA PROTÉINE MÉNINGOCOCCIQUE;POLYOSIDE D'HAEMOPHILUS INFLUENZAE DE TYPE B CONJUGUÉ À LA PROTÉINE MÉNINGOCOCCI
3691;GUAÏFÉNÉSINE;1;GUAÏFÉNÉSINE
45700;SPIRAEA ULMARIA POUR PRÉPARATION HOMÉOPATHIQUE;1;SPIRAEA ULMARIA POUR PRÉPARATION HOMÉOPATHIQUE
72941;TÉTRAKIS CUIVRE (TÉTRAFLUOROBORATE DE);1;TÉTRAKIS CUIVRE (TÉTRAFLUOROBORATE DE)
15078;THÉOPHYLLINE;1;THÉOPHYLLINE
67599;ISOPROPYLPHÉNYLPARAPHÉNYLÈNEDIAMINE;1;ISOPROPYLPHÉNYLPARAPHÉNYLÈNEDIAMINE
29239;MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ;1;MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ
2361;MÉTHYLPREDNISOLONE;1;MÉTHYLPREDNISOLONE
59970;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 18 ;1;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 18 
76051;ABIES CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;1;ABIES CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
79562;LORMÉTAZÉPAM;1;LORMÉTAZÉPAM
3208;CALCIUM (UNDÉCYLÉNATE DE);1;CALCIUM (UNDÉCYLÉNATE DE)
58648;VIBRIO CHOLERAE INABA 6973, BIOTYPE EL TOR, INACTIVE INACTIVÉ PAR LE FORMALDÉHYD;2;VIBRIO CHOLERAE INABA 6973, BIOTYPE EL TOR, INACTIVE INACTIVÉ PAR LE FORMALDÉHYD;VIBRIO CHOLERAE INABA 6973, BIOTYPE EL TOR, INACTIVE INACTIVÉ PAR LE FORMALDÉHYDE
76057;NICORANDIL;1;NICORANDIL
2357;MALÉATE DE MÉTHYLERGOMÉTRINE;1;MALÉATE DE MÉTHYLERGOMÉTRINE
79568;MAGNÉSIUM (OXYDE DE) LOURD;2;MAGNÉSIE LOURDE;MAGNÉSIUM (OXYDE DE) LOURD
10627;DIDANOSINE;1;DIDANOSINE
2355;MÉTHYLDOPA SESQUIHYDRATÉ;1;MÉTHYLDOPA SESQUIHYDRATÉ
3202;RÉSINATE DE NOSCAPINE;1;RÉSINATE DE NOSCAPINE
600;MICONAZOLE;1;MICONAZOLE
1023;ACIDE ASCORBIQUE;3;ACIDE ASCORBIQUE;VITAMINE C;ASCORBIQUE (ACIDE)
79569;MAGNÉSIUM (OXYDE DE) LÉGER;3;MAGNÉSIE CALCINÉE LÉGÈRE;MAGNÉSIUM (OXYDE DE) LÉGER;OXYDE DE MAGNÉSIUM LÉGER
602;CHLORHYDRATE DE MIANSÉRINE;2;CHLORHYDRATE DE MIANSÉRINE;MIANSÉRINE (CHLORHYDRATE DE)
4532;RÉSORCINOL;1;RÉSORCINOL
94707;NITRATE DE SERTACONAZOLE;1;NITRATE DE SERTACONAZOLE
92529;ÉPOPROSTÉNOL SODIQUE;1;ÉPOPROSTÉNOL SODIQUE
5865;CARBOPLATINE;1;CARBOPLATINE
604;DISOPYRAMIDE (PHOSPHATE DE);1;DISOPYRAMIDE (PHOSPHATE DE)
87188;GADOPENTÉTATE DE DIMÉGLUMINE;2;GADOPENTÉTATE DE DIMÉGLUMINE;DIMÉGLUMINE (GADOPENTÉTATE DE)
19437;PIPÉRACILLINE SODIQUE;1;PIPÉRACILLINE SODIQUE
57319;CALCAREA PICRATA POUR PRÉPARATIONS HOMÉOPATHIQUES;1;CALCAREA PICRATA POUR PRÉPARATIONS HOMÉOPATHIQUES
4537;PHOSPHATE SODIQUE DE RIBOFLAVINE;1;PHOSPHATE SODIQUE DE RIBOFLAVINE
10622;SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;1;SANGUINARIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
608;PHÉNOL;1;PHÉNOL
4538;SOMMITÉ FLEURIE DE ROMARIN;1;SOMMITÉ FLEURIE DE ROMARIN
30216;CHLORHYDRATE DE PROGUANIL;2;CHLORHYDRATE DE PROGUANIL;PROGUANIL (CHLORHYDRATE DE)
609;TUBERCULINE PURIFIÉE;1;TUBERCULINE PURIFIÉE
94741;SAQUINAVIR (MÉSILATE DE);1;SAQUINAVIR (MÉSILATE DE)
19402;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 45 ;1;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 45 
23905;LACTOPROTÉINES MÉTHYLÈNIQUES;2;LACTOPROTÉINES MÉTHYLÈNIQUES;ESMA SPRENG
38167;TÉNECTÉPLASE ;1;TÉNECTÉPLASE 
4552;SODIUM (LAURILSULFOACÉTATE DE);1;SODIUM (LAURILSULFOACÉTATE DE)
40000;SUBSTANCE DE BASE HOMÉOPATIQUE;1;SUBSTANCE DE BASE HOMÉOPATIQUE
1044;ACIDE GLUTAMIQUE;3;ACIDE L-GLUTAMIQUE;ACIDE GLUTAMIQUE;GLUTAMIQUE (ACIDE)
59982;MAUVE (FEUILLE);1;MAUVE (FEUILLE)
79591;CITRATE D'IXAZOMIB;1;CITRATE D'IXAZOMIB
20879;LACTATE DE MAGNÉSIUM DIHYDRATÉ;2;MAGNÉSIUM (LACTATE DE) DIHYDRATÉ;LACTATE DE MAGNÉSIUM DIHYDRATÉ
29205;CITRATE DE BÉTAÏNE ANHYDRE;1;CITRATE DE BÉTAÏNE ANHYDRE
1041;LOFLAZÉPATE D'ÉTHYLE;1;LOFLAZÉPATE D'ÉTHYLE
1040;ACIDE FOLIQUE;2;ACIDE FOLIQUE;FOLIQUE (ACIDE)
54294;FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
61823;ACIDE OBÉTICHOLIQUE;1;ACIDE OBÉTICHOLIQUE
79594;OMOCONAZOLE (NITRATE D');1;OMOCONAZOLE (NITRATE D')
79597;EXTRAIT DE BOULEAU (SEC);1;EXTRAIT DE BOULEAU (SEC)
3218;MALÉATE DE DEXCHLORPHÉNIRAMINE;1;MALÉATE DE DEXCHLORPHÉNIRAMINE
61817;FRAGARIA VESCA POUR PRÉPARATIONS HOMÉOPATHIQUES;1;FRAGARIA VESCA POUR PRÉPARATIONS HOMÉOPATHIQUES
3215;CASSIS (FEUILLE DE);1;CASSIS (FEUILLE DE)
610;PHÉNYLALANINE;2;PHÉNYLALANINE;L-PHÉNYLALANINE
59983;MÉROPÉNEM TRIHYDRATÉ;1;MÉROPÉNEM TRIHYDRATÉ
29686;SODIUM (SULFOSILICOALUMINATE DE);1;SODIUM (SULFOSILICOALUMINATE DE)
612;VIRUS DE LA RAGE, SOUCHE WISTAR RABIES PM/WI 38-1503-3M INACTIVÉ ;1;VIRUS DE LA RAGE, SOUCHE WISTAR RABIES PM/WI 38-1503-3M INACTIVÉ 
614;PROPIONATE DE CLOBÉTASOL;2;PROPIONATE DE CLOBÉTASOL;CLOBÉTASOL (PROPIONATE DE)
4546;FLUORURE DE SODIUM;2;FLUORURE DE SODIUM;SODIUM (FLUORURE DE)
64091;CHLORHYDRATE DE QUINAGOLIDE;1;CHLORHYDRATE DE QUINAGOLIDE
617;SULFADIAZINE ARGENTIQUE;1;SULFADIAZINE ARGENTIQUE
4548;VITAMINE A (ACÉTATE DE);2;VITAMINE A (ACÉTATE DE);ACÉTATE DE RÉTINOL
618;CHLORHYDRATE DE QUININE;1;CHLORHYDRATE DE QUININE
4549;HYDROXYDE DE SODIUM;1;HYDROXYDE DE SODIUM
19414;DOXYCYCLINE (HYCLATE DE);2;DOXYCYCLINE (HYCLATE DE);HYCLATE DE DOXYXYCLINE
92557;ESCHSCHOLTZIA (EXTRAIT SEC D');1;ESCHSCHOLTZIA (EXTRAIT SEC D')
23916;LARONIDASE ;1;LARONIDASE 
39005;ÉTHANOLATE DE DARUNAVIR;1;ÉTHANOLATE DE DARUNAVIR
6742;BENZOICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;BENZOICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
39488;INSULINE HUMAINE RECOMBINANTE ISOPHANE ;1;INSULINE HUMAINE RECOMBINANTE ISOPHANE 
40477;GINKGO (FEUILLE DE) (EXTRAIT SEC DE);1;GINKGO (FEUILLE DE) (EXTRAIT SEC DE)
2382;MÉTRONIDAZOLE;1;MÉTRONIDAZOLE
2380;NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;1;NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
38150;DORIPÉNEM MONOHYDRATÉ;1;DORIPÉNEM MONOHYDRATÉ
3229;BROMHYDRATE DE DEXTROMÉTHORPHANE;2;BROMHYDRATE DE DEXTROMÉTHORPHANE;DEXTROMÉTHORPHANE (BROMHYDRATE DE)
11935;TRIFLURIDINE;1;TRIFLURIDINE
76079;CALCIUM (LÉVOFOLINATE DE);1;CALCIUM (LÉVOFOLINATE DE)
3226;ACÉTATE DE FLÉCAÏNIDE;2;FLÉCAÏNIDE (ACÉTATE DE);ACÉTATE DE FLÉCAÏNIDE
3225;HYDROGÉNOSUCCINATE DE DOXYLAMINE;3;HYDROGÉNOSUCCINATE DE DOXYLAMINE;DOXYLAMINE (SUCCINATE DE);SUCCINATE DE DOXYLAMINE
2376;MÉTOPIMAZINE;1;MÉTOPIMAZINE
4557;AESCINE;1;AESCINE
628;CHLORURE DE CÉTYLPYRIDINIUM;2;CHLORURE DE CÉTYLPYRIDINIUM;CÉTYLPYRIDINIUM (CHLORURE DE)
4558;SODIUM (HYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ;3;SODIUM (HYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ;PHOSPHATE DISODIQUE DODÉCAHYDRATÉ;HYDROGÉNOPHOSPHATE DE SODIUM DODÉCAHYDRATÉ
629;SÉRINE;2;SÉRINE;L-SÉRINE
31523;CHLORURE DE CUIVRE DIHYDRATÉ;2;CUIVRE (CHLORURE DE) DIHYDRATÉ;CHLORURE DE CUIVRE DIHYDRATÉ
5407;CHLORHYDRATE DE MÉTHYLPHÉNIDATE;1;CHLORHYDRATE DE MÉTHYLPHÉNIDATE
10600;MALATHION;1;MALATHION
27929;FLUNARIZINE (DICHLORHYDRATE DE);1;FLUNARIZINE (DICHLORHYDRATE DE)
24417;CHLORHYDRATE D'ÉFLORNITHINE;1;CHLORHYDRATE D'ÉFLORNITHINE
44028;OLSALAZINE SODIQUE;2;OLSALAZINE SODIQUE;CI MORDANT YELLOW 5
4572;SOUCI (TEINTURE DE);1;SOUCI (TEINTURE DE)
67943;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/COLORADO/06/2017 ;3;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/COLORADO/06/2017 - SOUCHE ANALOGUE (LIGNÉE B/VICTORIA/2/87) (B/MARYLAND/15/2016, NYMC BX-69A) ;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/COLORADO/06/2017 - SOUCHE A;ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/COLORADO/06/2017 
44025;CITRATE DE GALLIUM [67GA];1;CITRATE DE GALLIUM [67GA]
96023;ASIMINA TRILOBA POUR PRÉPARATIONS HOMÉOPATHIQUES;1;ASIMINA TRILOBA POUR PRÉPARATIONS HOMÉOPATHIQUES
62257;MYCOPHÉNOLATE SODIQUE;1;MYCOPHÉNOLATE SODIQUE
2394;SOLUTION DE SACCHAROSE;1;SOLUTION DE SACCHAROSE
1062;NIFLUMIQUE (ACIDE);2;NIFLUMIQUE (ACIDE);ACIDE NIFLUMIQUE
3239;LAVANDE (ESSENCE DE);3;LAVANDE (ESSENCE DE);HUILE ESSENTIELLE DE SOMMITÉ FLEURIE DE LAVANDE;HUILE ESSENTIELLE DE LAVANDE
630;PIRIBÉDIL (MÉSILATE DE);1;PIRIBÉDIL (MÉSILATE DE)
631;ACÉTATE DE SODIUM TRIHYDRATÉ;4;ACÉTATE DE SODIUM;SODIUM (ACÉTATE DE);SODIUM (ACÉTATE DE) TRIHYDRATÉ;ACÉTATE DE SODIUM TRIHYDRATÉ
3236;CHLORHYDRATE DE DOXORUBICINE;2;CHLORHYDRATE DE DOXORUBICINE;DOXORUBICINE (CHLORHYDRATE DE)
50274;MIGLITOL;1;MIGLITOL
77753;ALBUMINE HUMAINE IODÉE [125 I] ;1;ALBUMINE HUMAINE IODÉE [125 I] 
633;CITRATE MONOSODIQUE ANHYDRE;2;CITRATE MONOSODIQUE ANHYDRE;SODIUM (CITRATE DIACIDE DE)
32044;INFLIXIMAB ;1;INFLIXIMAB 
1056;ACIDE MÉFÉNAMIQUE;1;ACIDE MÉFÉNAMIQUE
20052;TOXINE BOTULINIQUE TYPE A ;1;TOXINE BOTULINIQUE TYPE A 
60077;LÉVOFLOXACINE HÉMIHYDRATÉE;1;LÉVOFLOXACINE HÉMIHYDRATÉE
11583;TÉTRAMÉTHYLTHIURAME (DISULFURE DE);1;TÉTRAMÉTHYLTHIURAME (DISULFURE DE)
4566;SÉLÉNIUM (SULFURE DE);1;SÉLÉNIUM (SULFURE DE)
5414;EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT;3;EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT;LIERRE GRIMPANT (FEUILLE DE) (EXTRAIT SEC DE);LIERRE GRIMPANT (EXTRAIT SEC DE)
637;BENZOATE DE SODIUM;1;BENZOATE DE SODIUM
78606;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTAN;2;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTANIQUE;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTAN
6745;CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;1;CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES
5416;HERBE AU CHAGRIN (EXTRAIT D') (FLUIDE);1;HERBE AU CHAGRIN (EXTRAIT D') (FLUIDE)
15945;SALICYLATE D'ÉSÉRIDINE MONOHYDRATÉ;1;SALICYLATE D'ÉSÉRIDINE MONOHYDRATÉ
84042;SPIGÉLIE ANTHELMINTHIQUE (TEINTURE DE);1;SPIGÉLIE ANTHELMINTHIQUE (TEINTURE DE)
