370192B5F7EA719C07D8D3664F293348A174324B;poudre pour solution pour perfusion;0;GEMCITABINE ARROW 38 mg/ml, poudre pour solution pour perfusion;0
D6FC6FC5BE4E018DA3D59399197215560DA94CF2;suspension buvable;0;ALGINATE DE SODIUM/BICARBONATE DE SODIUM ARROW 500 mg/267 mg pour 10 ml, suspension buvable en sachet;0
C0681DEAD7B6382C24B02D380838419C505A82CC;gélule;1;ZINC;WILZIN 25 mg, gélule;0
44FFE84223A8A071A02B2437D730AFEE32085E9D;comprimé sécable;1;DOXYCYCLINE BASE;DOXYCYCLINE SANDOZ 100 mg, comprimé sécable;0
B66ECA54EFDAED58A48DAA22DA94F9698845D515;gélule gastro-résistant(e);0;OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante;0
5569EDACC56ED5497007207E2F548A63BB0984F1;comprimé pelliculé sécable;1;ESCITALOPRAM;ESCITALOPRAM KRKA 20 mg, comprimé pelliculé sécable;1;D873E75B9728172582A9888F8751F10330E8A8C6
8406123C7AAB9295AB7D2E16DC3DD7414920DF3E;solution injectable;1;FENTANYL;FENTANYL PIRAMAL 100 microgrammes/2 ml, solution injectable en ampoule;0
EB3CB6DE18A5A5A2901A45A4DF3D3F75E6E429DC;comprimé pelliculé;1;ACIDE RISÉDRONIQUE;ACTONEL 75 mg, comprimé pelliculé;1;FE6626446C614111EFB9AA8EEABB8EB1B126FF89
D81C1065AFCB59DD73309696538132CE9EAF63B2;comprimé pelliculé;1;ESCITALOPRAM;ESCITALOPRAM ZENTIVA 5 mg, comprimé pelliculé;0
2F5DA1D68502657EE0A284B13FF450025C3AC4A6;comprimé pelliculé;1;ONDANSÉTRON;ONDANSETRON SANDOZ 8 mg, comprimé pelliculé;1;0536E24FCA153E5CBC89C90F6E0391BF990E6875
DE1D445C764914873C5B22683E7FD04B0ACCED53;solution injectable;0;CALCITONINE SANDOZ 50 U.I./1 ml, solution injectable;0
53AFD335A6B6C3A12FEEB7E32FF58CDC32DBA931;comprimé pelliculé;1;ESCITALOPRAM;ESCITALOPRAM MYLAN 5 mg, comprimé pelliculé;1;F0CFEFB1373CEE2E0E30905415B628030CDAF3F7
ED7BC6DD940F87D41F45557E0F84F2811ABEEBE1;comprimé gastro-résistant(e);1;PANTOPRAZOLE;EUPANTOL 20 mg, comprimé gastro-résistant;0
E09AB0F6240F6C527D111A3AD52D80F2D1C974DD;poudre pour solution injectable;1;ACIDE FOLINIQUE;FOLINATE DE CALCIUM AGUETTANT 350 mg, poudre pour solution injectable;0
C83E520350C4E8886DB5CDE62B92148E6938E66B;comprimé pelliculé;0;DESLORATADINE SANDOZ 5 mg, comprimé pelliculé;0
0F5DD667738892E7E4556A5802D2888437ADFE50;gélule;1;LENVATINIB;LENVIMA 4 mg, gélule;1;E664F4D8DCD46628D734727138D4794F5416612C
D219273422D6EF8CF674612483122F286143816C;solution;0;NORMACOL LAVEMENT ENFANTS, solution rectale, récipient unidose;0
5B72954F649834203285A78E947F933BAC985784;comprimé sécable;0;AMBROXOL BIOGARAN CONSEIL 30 mg, comprimé sécable;0
01A223C2778600B6092EE11AD98934B526B23D6E;solution injectable;1;LINCOMYCINE;LINCOCINE, solution injectable;1;D72906E32760C408121A27D050A3EC28C94C9A46
691FA47DB5A804C2D7EC1C0A2139AADAD722DB2A;granulés;0;PENTASA 1 g, granulés en sachet;0
CB535F1EFB7AD11697AFDB24ED2DE9695BDB2764;collyre en solution;1;DORZOLAMIDE;DORZOLAMIDE TEVA 2 %, collyre en solution;0
FAD53887943FEB89715CB4995EF029FD8BB0FB0F;comprimé pelliculé;0;FEMELIS, comprimé pelliculé;0
3BBE84884BBD5872050900A72B2B17809443D839;comprimé pelliculé;1;CLOPIDOGREL;CLOPIDOGREL RANBAXY PHARMACIE GENERIQUES 75 mg, comprimé pelliculé;1;BB9F74392B23ECD375B0E065E8BEAB34841668C9
9AE013648E864808DC9F18C4F13AC0C1BFC2864B;gaz pour inhalation;0;OXYGENE MEDICINAL LINDE HEALTHCARE 200 bar, gaz pour inhalation, en bouteille;0
CBBC7A8B731A80C51C5AA9BFEB65AFB6E7EE7FBC; comprimé et solution(s) et granules et poudre et pommade;0;CARBONEUM SULFURATUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;0
1E5826569EE5478AA44D5DFF98B20B3081A8A8ED;solution injectable;1;TESTOSTÉRONE;NEBIDO 1000 mg/4 ml, solution injectable;0
1C49FA00058DB8D3ECAE48342B15F96948488353;poudre pour suspension buvable;1;AMOXICILLINE ANHYDRE;AMOXICILLINE ZENTIVA LAB 500 mg/5 ml, poudre pour suspension buvable;1;436FE9E3C20D0572273C4BDDDFF30DDDE186901D
17FB9884E6FDDE2C3FA488B5FC9FEDB4BC5C4306;comprimé pelliculé;0;BOLDOFLORINE, comprimé pelliculé;0
525489DFEE87DB8EB3C4269A58F1DD8F9F9991A4;suspension buvable;0;ZOVIRAX 200 mg/5 ml, suspension buvable en flacon;0
157FCAC055F4A75A603FC2A2B0399CA066EF604B;microgranule à libération prolongée en gélule;1;TAMSULOSINE;OMIX LP 0,4 mg, microgranules à libération prolongée en gélule;1;B53156F921174A254AC8F6A12F52DBF48820D95D
B1E0CB99CDCE09774A9F9B9F75B2219634BA279A;crème;0;ONCTOSE HYDROCORTISONE, crème;0
D22F42EBA932F80B507423E105B3DA0D73C474B6;sirop;0;POTASSIUM LIBERTY PHARMA 440 mg/ 15 ml, sirop en sachet-dose;0
12EF8ECB5BA3AD9464698A305FD79FD6390A011B;gomme à mâcher médicamenteux(se);1;NICOTINE;NICOTINELL MENTHE FRAICHEUR 2 mg SANS SUCRE, gomme à mâcher médicamenteuse;0
936E0A3E4AB2A966D5FE7AF10C5750BF69A5A6EC;comprimé pelliculé;0;VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 mg/25 mg, comprimé pelliculé;0
BAF3F8A323DE4D6171785319A3DAAF6D848B9190;gélule gastro-résistant(e);0;TECFIDERA 240 mg, gélule gastro-résistante;0
38527DE246DAD1791BD9A7BD7F9A9B2BE7241D78;comprimé dispersible;1;METFORMINE BASE;METFORMINE MYLAN 500 mg, comprimé dispersible;1;1149EE7C6E3CE9C75AF5EA51D151368D2163FC39
A14FBCA512FD3392CE37D907E86EC0B3E9AFC30C;comprimé;0;LORATADINE ALMUS 10 mg, comprimé;0
F4A3F498C106FDFD708D580513352A7B07F31AFF;gélule;0;CELEBREX 200 mg, gélule;0
F80212AA6B2E308A6AE9B6B99CC55A77CD2B15F3;poudre pour suspension buvable;0;SEVELAMER CARBONATE MYLAN 2,4 g, poudre pour suspension buvable;0
62A417A06C21A508D70E4B3EE080EB8AACD18663;comprimé orodispersible;1;RIZATRIPTAN;RIZATRIPTAN EG 10 mg, comprimé orodispersible;1;E59DD13EEE90947B0900A7B681A8FC5DDE636188
C8DAD403609B49B2001B03EADE1A28C189D89D33;gélule;1;MILNACIPRAN;MILNACIPRAN ARROW 25 mg, gélule;1;F71770D585A60E32235FE6190584F50D5DAB2458
CBEB650623B5BF1F9684DB8611FD33DE9422723A;solution pour perfusion;0;IDARUBICINE MYLAN 1 mg/ml, solution pour perfusion;0
32922308E3B7BBD29D98CFB57B743823CAFE0937;comprimé pelliculé;1;METFORMINE BASE;METFORMINE BIOGARAN 1000 mg, comprimé pelliculé;1;0FB127FAA018A560F05125346146DCFF2D1A5E22
F76DEC0D0EE2DEC2FDB42F1B1275337B2E3F607D;gélule;1;FLUVASTATINE;FRACTAL 40 mg, gélule;1;B216A4DE22C1759BB8A0068611CF1CC3745B7215
8DDC8E8A27921BFD02F180C77ED966EA748C2746;comprimé pelliculé;1;BOSUTINIB;BOSULIF 500 mg, comprimé pelliculé;0
7F896F67E9B133407184A095617D843E0B85977B;pastille;0;LYSOPAÏNE MAUX DE GORGE AMBROXOL CITRON 20 mg SANS SUCRE, pastille édulcorée au sorbitol et au sucralose;0
4C5BE2073934E17593CF195ECF0FEA8D6130EFF5;comprimé pelliculé;1;ENTÉCAVIR;ENTECAVIR CRISTERS 1 mg, comprimé pelliculé;1;F8E56A48E0A8696930602A3E1CA7553C4EFF8324
4C90C3C04A7F1865BFB4B9CA6097AAC7484D39C2;comprimé;0;GLIMEPIRIDE TEVA SANTE 4 mg, comprimé;0
669EA58338AA9F570A5D9CD9EDDD7795EE29DEEE;comprimé pelliculé;1;IMATINIB;GLIVEC 400 mg, comprimé pelliculé;0
26BF8D2E89ECB89B81241D57D55FFBFE280D774A;solution injectable;1;ACIDE FOLINIQUE;FOLINATE DE CALCIUM SANDOZ 10 mg/ml, solution injectable;0
D498F9B9BF24608188FE22A198332975A0B9819F;solution injectable;0;CHLORHYDRATE DE PROCAINE BIOSTABILEX 2 mg/ml, solution injectable;0
E712B06898AAF6157EF801E54A06F22127071013;comprimé pelliculé sécable;0;RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable;0
C8844D3C56615196EFFF44253F5667704DD347E5;poudre pour solution injectable;1;CEFTAZIDIME ANHYDRE;CEFTAZIDIME MYLAN 2 g, poudre pour solution injectable;0
C94DA5E408CDFF7F04C91576E7D1E9814F49577E;gel;0;GEL LARMES, gel ophtalmique en récipient unidose;0
8D530FB6F7318EFBE2EA97DFE221A40271171B13;crème;0;MONAZOL 2 POUR CENT, crème;0
DC4EA1CE2E1A5908E96EF161854D9A3D9D98AB2F;comprimé pelliculé;0;SIMVASTATINE ARROW LAB 10 mg, comprimé pelliculé;0
DF61E7951881940CF2829F24DC2F049C7B38FF2D;comprimé;0;TELMISARTAN RANBAXY 80 mg, comprimé;0
5FCE977006EB5A54F7EDC0D27181449652BF8F5A;comprimé sécable;0;XANAX 0,50 mg, comprimé sécable;0
7C55A8EE6713BB986B3A467142C2C7B280258889;comprimé pelliculé;1;MOXIFLOXACINE BASE;MOXIFLOXACINE MYLAN 400 mg, comprimé pelliculé;0
1087B08ADC723FEEF775BEF13A8723140A9A0E7E;comprimé;0;FOSINOPRIL CRISTERS 20 mg, comprimé;0
6211700444EAE200100EEA9AA8E5ABDD08A3C784;poudre et  solvant pour solution injectable;1;LEUPRORÉLINE;ELIGARD 7,5 mg, poudre et solvant pour solution injectable;1;64083B68739C55C0C3DA67A513CB4D4FA020ACA0
843713E104255B017E5B9EBAAAC6AFEFC6A26EAD;comprimé;1;ACIDE ALENDRONIQUE;ACIDE ALENDRONIQUE SANDOZ 70 mg, comprimé;1;227A9E14C16C87205954B6F4ABCA20BD94DA180E
729A1300D6355E090C07794C3FBDFE854B5EC7AB;solution à diluer pour perfusion;0;OXALIPLATINE TEVA 5 mg/ml, solution à diluer pour perfusion;0
D4FA16EDD5E83DE4BB93167C52E43CBF66D2824D;comprimé;0;ZAPRILIS 10 mg, comprimé;0
EB50BF118D38F010C942778714C8532C7305E3ED;suspension buvable;0;GAVISCONPRO MENTHE 1000 mg/200 mg/10 ml, suspension buvable;0
08123E58D829EA240F543D8CAE76D106CB88C146;comprimé pelliculé;1;ROPINIROLE;ROPINIROLE MYLAN 5 mg, comprimé pelliculé;0
7024E3C5596CE0E3A88F3ED22056798B1025F5B7;comprimé pelliculé;1;CEFPODOXIME;CEFPODOXIME BIOGARAN 100 mg, comprimé pelliculé;1;09A28104A4F2C8B75B7301FFC26B19052FB2A4B7
436C2C7C490B91A20AB007EFDFDA148D25F90C33;solution buvable;0;ABILIFY 1 mg/ml, solution buvable;0
E3D57A6037D440CC798DABA800819A3878EF4315;poudre et  solvant pour solution injectable;1;CEFTRIAXONE BASE;ROCEPHINE 1 g/10 ml, poudre et solvant pour solution injectable (IV);0
EE841AFE00169B1CB17095B8AE5C79B576042D8D;comprimé gastro-résistant(e);1;PANTOPRAZOLE;PANTOLOC CONTROL 20 mg, comprimé gastro-résistant;1;B7C6000767BB9C257BE7147DAB796BF73A599D21
26DF1938F93443D263E3820F8C7E8D207B78884B;sirop;0;HEXAPNEUMINE ENFANTS, sirop;0
333922E53611C8A82B87F5AF426AC5502970FD71;sirop;1;CODÉINE;NEO-CODION ADULTES, sirop;0
BAB2E6BD333AA805F114679D7B7C97F3E1BBCD7B;solution à diluer pour perfusion;1;TOPOTÉCANE;TOPOTECAN MEDAC 1 mg/ml, solution à diluer pour perfusion;1;4C81A42C83D4CD26AB5015F3CCDCE2D15F806E25
473A037EF89714E1BCB423374BD4DC8A770BC490;comprimé pelliculé;0;VALSARTAN/HYDROCHLOROTHIAZIDE KRKA 160 mg/25 mg, comprimé pelliculé;0
FD72E7B426C45456A7AB4010AF440B274F15E396;gel;1;DICLOFÉNAC SODIQUE;DICLOFENAC BIOGARAN 1 %, gel;1;8FBACCD1A392FDD69FF6C0DE1E9F7EFE6C38EA99
AB4ED85014D8BFA85CD5CF83E88CAD98EA2E3423;gélule;0;TEMOZOLOMIDE SUN 180 mg, gélule;0
232EEAE0FE3500704F298079D4E1D5390DBC0F7A;solution pour administration endonasale;0;MINIRIN 0,1 mg/mL, solution pour administration endonasale;0
09046DD93A1A50E0F9F944E896D700CFF193E5CB;solution buvable;1;CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE;PRIMPERAN 0,1 %, solution buvable édulcorée au cyclamate de sodium et à la saccharine sodique;1;33F9A1D2E51F206F9CDFC9F7477C47174BB34785
E8D7F44793763E222AECDD6D042FA8B8FC2825A9;gélule;0;PREGABALINE ARROW LAB 150 mg, gélule;0
4E226E4EAC0C1C380962636D911F27A705B3281E;poudre et  solution pour usage parentéral;1;CÉFAZOLINE BASE;CEFAZOLINE PANPHARMA 1 g/3 ml, poudre et solution pour usage parentéral (IM);1;BCA29942986769E3815B4F2514EAAA47360A27F1
071F35C923B3F4D73CC90D30C15C3CA3AA6B603F;poudre pour solution injectable;1;CÉFOTAXIME BASE;CEFOTAXIME MYLAN 1 g, poudre pour solution injectable (IM-IV);0
AD5A6D25FA6DC1CE755A707D3D7D611FF1AB9D18;comprimé;1;CÉFUROXIME;CEFUROXIME RATIOPHARM 500 mg, comprimé;0
A2FA6C5A2D85C2764F13CFDB24B4E2CA96C166E3;poudre pour suspension buvable;0;BEDELIX, poudre pour suspension buvable en sachet;0
7EFDEAA680C237CBBCE62F6A8FFF6ECAD966CC1E;collyre en solution;0;FRAKIDEX, Collyre en solution;0
A3A7E676EE3F60096A541193B10ED557DF6D8E28;lyophilisat pour usage parentéral;1;VANCOMYCINE BASE;VANCOMYCINE SANDOZ 1 g, poudre pour solution pour perfusion;1;908308D02BCBE9D3C7A5FBD0E54A296D5DDE0A5A
D66DEFD0BBEC105345C6B7C29322E3AFABCF824D;comprimé pelliculé;1;MÉMANTINE;MEMANTINE RANBAXY 20 mg, comprimé pelliculé;0
35397C05A163EF2B22F2F6E26EFA85682F046BCD;comprimé pelliculé;1;SILDÉNAFIL;SILDENAFIL TEVA 50 mg, comprimé pelliculé;1;32CB32A57C075A6BA6DAD5D957F5D52C3AAE2DF5
BA6CFB11C08879285CC43549F103A25E11B0CC8E;poudre pour inhalation en gélule;1;INDACATÉROL;ONBREZ BREEZHALER 150 microgrammes, poudre pour inhalation en gélule;1;2ADFBF9DB4D734EAAD34EB1583FCE16A03653DA4
3373364F35972B88C76959A0EC9B556589CD5D3C;comprimé pelliculé;0;TADALAFIL BIOGARAN 10 mg, comprimé pelliculé;0
4AF86B105AE1CA7E33BFEB4275E6D5083AE7EBE6;comprimé pelliculé;0;VALSARTAN RANBAXY 160 mg, comprimé pelliculé;0
E46A5CDECD2EA21EF1B405AB59660080AFB9C9A6;vernis à ongles médicamenteux(se);1;AMOROLFINE BASE;AMOROLFINE ZYDUS 5 %, vernis à ongles médicamenteux;1;217084A43FB00086B31559BC0A260C384017953B
5CB6FD7B2BCC0963CF90BC21AE1B52638595790C;gélule à libération prolongée;0;TAMSULOSINE SANDOZ LP 0,4 mg, gélule à libération prolongée;0
AC4A8150D7892C9AD95689EAA2A6E40E96D7C8F1;gel;1;CLINDAMYCINE BASE;ZANEA 10 mg/0,25 mg par g, gel;0
40A3B7FD360AF86A08380BE8DF0554FA266549D8;comprimé pelliculé sécable;0;RISPERIDONE TEVA 4 mg, comprimé pelliculé sécable;0
EC71505987351098DA4EC54101B827A6A23ACFCA;comprimé sécable;0;CANDESARTAN MYLAN PHARMA 16 mg, comprimé sécable;0
067DB751CC7B1FB253F60EF7E5B1DEA744BAF595;comprimé pelliculé;0;LOSARTAN CRISTERS 100 mg, comprimé pelliculé;0
756971921CEA7D0BAF5935B7DEE4730B2A279915;comprimé pelliculé;0;DONEPEZIL SANDOZ 10 mg, comprimé pelliculé;0
4CE856410D5F186C2720ED2A2A2AF6A6D1E7FC57;comprimé effervescent(e);0;PARACETAMOL MYLAN 500 mg, comprimé effervescent;0
9496D501D77E41F5DD496A7B65A9442D54D21398;comprimé pelliculé;1;ROSUVASTATINE;ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé;1;B7CAC0019D723068CB0EACC014617C948A24B9C4
9614BDD592D365458619A6EE3CFCF4DA43E511E4;solution injectable;1;ANTIMOINE;GLUCANTIME 1,5 g/5 ml, solution injectable;0
299892CD24696FCF3B0FDE0DF579CA3CB5405BDF;solution injectable;0;ATROPINE (SULFATE) AGUETTANT 0,50 mg/1 ml, solution injectable;0
066FCC49630CE1953AA37E6B839B00DD5680AB8C;poudre pour suspension buvable;1;AMOXICILLINE ANHYDRE;AMOXICILLINE MYLAN 250 mg/5 ml, poudre pour suspension buvable;0
0FC5CF6FF2454C6F26921AA1170B45A959BD2B70;comprimé sécable;1;PRAMIPEXOLE BASE;PRAMIPEXOLE ZENTIVA 0,18 mg, comprimé sécable;0
27094237E0AB6152463AE24A2DB434B54DF91F63;comprimé à sucer;1;BÉTAMÉTHASONE;BUCCOBET 0,1 mg, comprimé à sucer;1;F543346D906357B7E9928BBDC1A9E7C8098AFD35
653506927E11C7B02B2457AE22E2349345846FF2;crème;0;DERMAZOL 1 POUR CENT, crème;0
C446BE0E8665FFF265320825537D9FBE025B2AAE;collyre en solution;0;CROMOPTIC 2 %, collyre en solution;0
BFD5557037E6B489CDD366B48CD64B4A1D167D00;comprimé à libération prolongée;1;ROPINIROLE;ROPINIROLE ARROW LP 2 mg, comprimé pelliculé à libération prolongée;0
BA2F691AD643E4192E5D9ED32979B520EBA62F62;solution pour pulvérisation;1;THIOPHÈNECARBOXYLATE;DOLIRHUME THIOPHENECARBOXYLATE 2 %, solution pour pulvérisation nasale;1;514A8086EBFC873789BDE0432952AAF0DAC057F6
FAB69C578FC4CC5E6AF3B64A54B27A1FB0FF0A64; comprimé et solution(s) et granules et poudre et pommade;0;ANGUSTURA VERA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
B55C6EE3316227BB2E52C095757A302A783E04E8;comprimé pelliculé sécable;0;VALSARTAN TEVA 40 mg, comprimé pelliculé sécable;0
65EB9AEFB2FA0B4353CCDF374DD566F56CB7A1F3;granules et  crème et  solution en gouttes en gouttes;0;ALLIUM CEPA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
5FF9E84CF528120E531A320B9776F9109325C312;comprimé pelliculé à libération prolongée;1;ROPINIROLE;ROPINIROLE EG LP 8 mg, comprimé pelliculé à libération prolongée;1;3B33C86027FB3FD11D4D1B35290C200DB5E8361C
8ADC20FA333736747DAC6305F13D8199C2D366BF;comprimé;1;TÉRAZOSINE BASE;TERAZOSINE BIOGARAN 5 mg, comprimé;1;BBFF2545B445CA096138CD74D66DCF93AFAB29EF
BC6134636781976EC7FF902C2C08D0903B459F78;comprimé pelliculé;0;DIACTANE 200 mg, comprimé pelliculé;0
B7925CFF4547B7EFF585A75B64558E7C2B60E003;sirop;0;EUPHONYLL TOUX SECHE DEXTROMETORPHANE 15 mg/5 ml ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique et au sorbitol;0
C3BB316E25F0EBFB49EC005958BDD129E9F89D5E;granules et  crème et  solution en gouttes en gouttes;0;ORIGANUM MAJORANA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
9035ACD4FFDB3D525B0D30EA00389514CF025E26;comprimé pelliculé;0;LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS FRANCE 50 mg/12,5 mg, comprimé pelliculé;0
3B6D9226CC5F6613676EBC4EBEB6D76C6743F211;comprimé pelliculé;0;FLUDARA 10 mg, comprimé pelliculé;0
BE66BBB42202032AE6BCF6E9976604C4C1F4C11B;comprimé;0;LORATADINE ZF 10 mg, comprimé;0
75C0FCA015A234904267502E0997197383D03B9D;comprimé sécable;0;ATACAND 8 mg, comprimé sécable;0
4DC73E644226500898646E0589F3FA8F051D0FAA; comprimé et solution(s) et granules et poudre et pommade;0;FAGOPYRUM ESCULENTUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
50A3E13E119F1293D9D7FAA1D82111563C343D03;comprimé à croquer;0;SINUSPAX, comprimé à croquer;0
E4D96CD96806CCEBC2409D3FAD205B9253F9D0E3;solution pour perfusion;0;PANZYGA 100 mg/mL, solution pour perfusion;0
071D38D33068276ED8A7EB8A64D8DE1BEBE09AB4;comprimé pelliculé;1;DARUNAVIR;PREZISTA 300 mg, comprimé pelliculé;0
FDCBDBA1CC40A5553EF88D4FA64FAE3F50CFEF58;solution buvable;1;DARUNAVIR;PREZISTA 100 mg/ml, suspension buvable;1;BE339699EA2D60E96E66DCACB3EF5051A33C7AC2
29A26B42274B0DFDF9DF3919FA48A0E31AB8B10E;poudre pour solution injectable;1;CEFTAZIDIME ANHYDRE;CEFTAZIDIME GERDA 1 g, poudre pour solution injectable (IM,IV);0
4ED8B97BC4EC354FBC30550B9FBF3EA17A3F1CF5;comprimé pelliculé;1;SILDÉNAFIL;VIZARSIN 50 mg, comprimé pelliculé;1;681BF7A1D572D449DAD8CBD36ED0DB5BA5746F34
CAF94512847582A34B6250971C346CE0764B00C9;solution injectable;0;L-THYROXINE SERB, solution injectable;0
