969D44429915CBC27326EDBA8F70A5D482BDE114;1;PANTOPRAZOLE|20 mg;PANTOLOC CONTROL 20 mg, comprimé gastro-résistant;0
A2790F2041ADDCED9F51418F5EF56DE00670E461;1;IODE|300 mg;OPTIJECT 300 mg d'I/mL, solution injectable ou pour perfusion;1;6F512EF7C114FEA14CD3681EEC75C81C5C944AC0
411B6BA76E4B66CE24FCC3AEA52A93D2D2C131FB;1;PHÉNYLÉPHRINE|50 microgrammes;PHENYLEPHRINE AGUETTANT 50 microgrammes/mL, solution injectable en seringue préremplie;0
705158C6D90635ECBC09E876726EAE437EBE0E26;1;SUFENTANIL|15 microgrammes;ZALVISO 15 microgrammes, comprimé sublingual;0
6D57D8F15A623EE18C87E25CD24EF53078E6D36A;0;ENALAPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable;0
DD1464F3E64D6E2B331B12230AF5758CFA072E38;1;ALMOTRIPTAN|12,5 mg;ALMOTRIPTAN ZYDUS 12,5 mg, comprimé pelliculé;0
5C0E7EB848EEF1EEFDFD1889A7E6348B4E5C7441;1;CEFTRIAXONE BASE|1000 mg;CEFTRIAXONE EG 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);1;4831A80E13F0FA140CE1A47421D95AA3E1CB8E31
2ABE6F6CA32EE1C485AE3C263BB9303D4A66EA71;1;BÉTAXOLOL BASE|0,50 g;BETOPTIC 0,5 POUR CENT, collyre;1;F014936AA29636182AD9A7570B36A62466B95B5F
73D820D911423626F8E58D386CDEF9E59A058D96;0;AMIODARONE RATIOPHARM 200 mg, comprimé sécable;0
92A4F922DD529A5D74F137F7DF06AF2704E626C1;1;LÉVOFLOXACINE|500 mg;LEVOFLOXACINE RANBAXY 500 mg, comprimé pelliculé sécable;1;4C8C219743432E0B82620ED888A8D522E9E5CDF5
29D5884D4D6600A8BBF671E81BD2B8FAFE7459DD;1;LÉVOFLOXACINE|500 mg;LEVOFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable;1;8DA57C11965A25AEC32B482B2FE76307E768D6D8
5F0DD5F4ADD207EABEBA3B2D571C2E79E429F44B;0;GONAL-F 300 UI/0,5 ml (22 microgrammes/0,5 ml), solution injectable en stylo prérempli;0
5DCBA49612C944ADAB04A1C1953C5B8B3F340C28;1;RABÉPRAZOLE BASE|9,42 mg;RABEPRAZOLE ARROW GENERIQUES 10 mg, comprimé gastro-résistant;1;7FD3B8C7774B6DE291E2D7F61DDDB0DBCF5632D8
774BF308A590D748F516150754E688B60B0F37D4;0;ATENOLOL EG 50 mg, comprimé sécable;0
95A2F69119555D38D4B5C36D7DCF2B21B5574544;0;ASPIRINE DU RHONE 500 mg, comprimé à croquer;0
7F68D717B60F91CE509F09E72EA8E1B1AD7033B1;0;GESTODENE/ETHINYLESTRADIOL SANDOZ 75 microgrammes/30 microgrammes, comprimé enrobé;0
781A6C01B9C06B1B32788E32CDA510D76674D7CC;0;KETOPROFENE/OMEPRAZOLE ETHYPHARM 100 mg/20 mg, gélule à libération modifiée;0
EB31070C862683EE5C0D378B24C0D728CF258B1F;1;CÉFUROXIME|125 mg;CEFUROXIME BIOGARAN 125 mg, comprimé pelliculé;1;145DE8E7853926AB61425E3EC4AFFFB178FBB78D
63D389F86D1188B398B795274043F177BE292F5E;2;CHOLÉCALCIFÉROL|70 microgrammes (2 800 UI);ACIDE ALENDRONIQUE|70 mg;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/2800 UI, comprimé;0
3908BA11A57FC6C04315A2A9C41468A5D268CD09;3;LYSINE|8,8 mg;TYROSINE|1,06 mg;CYSTÉINE|0,52 mg;AMIPED, solution pour perfusion;0
803731B53E70A971B9ACDCE99A97383477B94BB4;0;OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante;0
13B29CC10FA81F76A5CFD1F1230D026CC091B192;1;CÉFÉPIME|0,5 g;CEFEPIME GERDA 0,5 g, poudre pour solution injectable (IM/IV);1;FC7E9957EB63DE14FB2099C6E7A092A3F2538511
73B52915BBD93547A023A033C3118835B8560DA0;0;ENBREL 25 mg, solution injectable en stylo pré-rempli;0
1910DA3ED4229ADCA0DE161FFF3635F006C7E21F;0;TOXICARB, suspension buvable;0
725712AC93DBA19507EC3074E12357CCF364C58A;0;BRONCALENE ENFANTS, sirop;0
9FD4CD6DA106CE5309441628F1E3FE23078CF10F;1;OXYCODONE|27 mg;OXYCONTIN LP 30 mg, comprimé pelliculé à libération prolongée;1;E7BC991E54742F9EB538FD8941FAD6A4D0AEFDD7
C53DFD1AF256453AE51FAE7184F59F42BCFAE27F;0;VARNOLINE, comprimé;0
1B234AF73BD5FB438C5147B37652FE12C51D7750;0;ALFATIL 250 mg/5 ml, poudre pour suspension buvable;0
FC6F6009FB0BBAB536E0768D4F4C348063A5ACCA;1;AMOROLFINE BASE|5 g;AMOROLFINE TEVA 5%, vernis à ongles médicamenteux;1;2F90D88DD448FBBD8D2A69983A3A9D2BBA944741
D07E7B92B0878E525B011879147CB35114257231;1;ÉPROSARTAN|300 mg;TEVETEN 300 mg, comprimé pelliculé;0
C809CBD3AFCA6A33552CE8A1D5F35EC64DF63875;0;OLANZAPINE ACCORD 5 mg, comprimé enrobé;0
26E5F255BC14ACC450C336A2C0A72C0FF54D506D;1;BÉTAXOLOL BASE|0,63 mg;BETOPTIC 0,25 POUR CENT, suspension ophtalmique en récipient unidose;0
8B59944005DDBC47D0564899F895C3A26DF835EE;0;BRONCHOKOD ENFANTS 2 POUR CENT, sirop;0
624401CE11D5B0BCC8859F7834BFCFEA983994F2;0;PARACETAMOL BIOGARAN 500 mg, poudre pour solution buvable en sachet-dose;0
ED654B0191FF8007ABF2EFAD243B268759CB0178;1;QUINAGOLIDE|0,1500 mg;NORPROLAC 150 microgrammes, comprimé;1;F6E1F493AAD8E5889AA20A636FF89E85B7DCF64F
7EFFB4B2239BF9BD2AD518DF9C406E8939754624;1;CIPROFLOXACINE|250 mg;CIPROFLOXACINE MYLAN 250 mg, comprimé pelliculé;1;F039907EAE2A8E743C7DF1A54E9A6D21F91C56BB
208831F8B4A8EDE7B48BC1605B92FCA9ECFD49DB;1;CIPROFLOXACINE|400 mg;CIPROFLOXACINE AGUETTANT 400 mg/200 ml, solution pour perfusion;0
7E9EB68D862F276D6C3D0C9294B285994CD3A1F9;1;MOXIFLOXACINE BASE|400 mg;MOXIFLOXACINE SANDOZ 400 mg, comprimé pelliculé;1;35AA4EBEC9909C920FEBF28960381790D86F384A
8C7A41A6F40B56D8E9CD4092ADDF4F8AF12C014C;1;CLOPIDOGREL|75 mg;CLOPIDOGREL ISOMED 75 mg, comprimé pelliculé;1;9F4CA2FBDE4EA0FCB89C1EED6A3A54E982F5B1FC
BCAFFEFD47B072C91598E6471A276A657C9AC11D;0;ATOVAQUONE/PROGUANIL BIOGARAN 250 mg/100 mg, comprimé pelliculé;0
1D52F7C87316E59B238E20CF55A3F5834E2A9F12;0;LYSANXIA 15 mg/ml, solution buvable en gouttes;0
673E82A9FB618FFC1DBF021955202961D8722A0E;0;DIARALIA, comprimé;0
680307B71D0D9718346018FD9F5B94766141D14A;1;SÉLÉNIUM|100 microgrammes;SELENIUM OLIGOSOL 100 microgrammes/2 ml, solution buvable en ampoule;0
5B8E64ED3E129F8CB1E093544007DF5C795795AA;0;CLARITYNE 1 mg/ml, sirop;0
83DD396BA941AD0C6940C5FB5E6A7CD41464949D;0;XIAPEX 0,9 mg, poudre et solvant pour solution injectable;0
B2E464B816DB64069FFFB2961E044298B3E7AF19;0;ALLOPURINOL ISOMED 100 mg, comprimé;0
9A2551786EFD03B970F8B14D60C4C600F3375118;0;TENORMINE 50 mg, comprimé pelliculé sécable;0
48826744FEFF88FB907FFA27B35A3906F750AFB3;0;NITRIDERM TTS 15 mg/24 h, dispositif transdermique;0
73983C2E82C61ABEF827F9D287E1837AE29B697A;0;VALSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 160 mg/12,5 mg, comprimé pelliculé;0
D02148A68079B4EDC8E6EFD386E8F38A31DD4E5D;1;PÉRINDOPRIL|1,67 mg;PERINDOPRIL/INDAPAMIDE EG 2 mg/0,625 mg, comprimé;0
D1D13E70DBBA0FCB6512114AFAC39B5C66CE5F43;0;BRILIQUE 90 mg, comprimé pelliculé;0
94DB04E1792BDD8674DAAD21A6BE090B86120FFA;1;AMOXICILLINE ANHYDRE|250,00 mg;AMOXICILLINE MYLAN 250 mg/5 ml, poudre pour suspension buvable;0
01F3A75861AC9D53E302DD734704B881D6915AC5;1;IRBÉSARTAN|150 mg;IFIRMACOMBI 150 mg/12,5 mg, comprimé pelliculé;0
D6B73459C1597EFBAC2599EEDE3C6E13C0E324E5;1;DOCÉTAXEL ANHYDRE|80 mg;TAXOTERE 80 mg/4 ml, solution à diluer pour perfusion;1;0A3A467223613DEC84369C1F11D97AF3E3B0DBB1
C26F41978C24CC69F13CF08DA281B3635313E8A5;1;ACIDE L FOLINIQUE|25 mg;LEVOFOLINATE DE CALCIUM ZENTIVA 25 mg/2,5 ml, solution injectable (IM/IV);1;96C2EDB1E3D24C7191F97D48273C6B7993F66DD8
70BB5A165021D12C6E762FEA3D7A3D18E4DD10BF;0;RIBAVIRINE MYLAN 200 mg, gélule;0
FDE60F00B61B004884579640ACFDDC19133B62FB;0;IMNOVID 1 mg, gélule;0
3FE20E392B53257DDD06B92AE4691118E0C10FA1;0;IRBESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 300 mg/12,5 mg, comprimé pelliculé;0
C24FDBE635C1A94DA33A455F39DC4AEDA7F0970A;0;CAMPHRICE DU CANADA 4 POUR CENT, bâton pour application locale;0
3B47819D7774AA33CC981F6630783782A72D169A;0;NEVIRAPINE ARROW LAB 200 mg, comprimé;0
18B1B5E299931EC278065F81CE9A235BF15BCBF4;1;RIVASTIGMINE|4,5 mg;RIVASTIGMINE MYLAN 4,5 mg, gélule;0
31232096DC6155A10F3D40C45A4C2B32AA6791E0;0;OPHTASILOXANE, collyre;0
516AFA0467F5D9902D994308CE1A73AD8A84668E;0;KETOCONAZOLE BIOGARAN 2 %, gel en récipient unidose;0
E8D8BFD81FE6E74BB1152C83F4422F72CF1AB6B4;0;GLONOINUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;0
7378D661F4699744B8324B52EEDA5EE0E54740BA;1;LACTULOSE|10 g;LACTULOSE BIOGARAN 10 g/15 ml, solution buvable en sachet;0
6EC9FEABB1BA93EF5DC8BF847A7956314A9DB712;1;TERBINAFINE|250 mg;TERBINAFINE BAILLEUL 250 mg, comprimé;0
D73B71F7047921DDBE43A69AD333886620F3EC40;1;ATORVASTATINE|20 mg;ATORVASTATINE BGR 20 mg, comprimé pelliculé;1;23D46A735B1DC5CF12DB59A7AADCDFF54A93391C
59C628EFD40622FA9706A8C8DB6793E7A66F8C41;1;IVABRADINE|5 mg;IVABRADINE EG 5 mg, comprimé pelliculé;0
2DD1164AD69C23CA230243A4412EB558133FD508;0;CUPRUM METALLICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
6179921B1C94A6991C18E80F88282075CAFE104A;1;IMATINIB|100 mg;IMATINIB MYLAN 100 mg, comprimé pelliculé;1;E34B5C08C7F1E21A978F129D40DB450A0C3D8921
41A7FF2E49939617FD49FB110FA483E65E3D738D;0;HISTAPAISYL 12 mg, comprimé pelliculé;0
C0452A2BAC19A51F57A99B08631A26437A78B56E;0;TITANOREINE, suppositoire;0
E28F8A6EDE16A9FA16F1BBFF79A7C86D5DB64DB5;0;LEFLUNOMIDE MYLAN 10 mg, comprimé pelliculé;0
ABCE2FC4FCC9DB6CAE0FCC407CD398F81BEDF853;1;RABÉPRAZOLE BASE|18,85 mg;RABEPRAZOLE ARROW 20 mg, comprimé gastro-résistant;1;6544A06DE1417A5900520F50D1801D53C7BDDBC4
6843ACE104704BF22B47BF9C82632AA446071101;0;RATANHIA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH;0
56553C441A45DD25ED1B03FC5A3627C386399431;0;UVIMAG B6, solution buvable;0
4605DB661CCD961C0282B0F8A5EE46E8094D88EF;1;VENLAFAXINE|75 mg;VENLAFAXINE ZYDUS FRANCE LP 75 mg, gélule à libération prolongée;1;43AA123A8015D02D720968BB791A753754E2B096
1CB8E2BB2752C55BFD879B70B949590D39D8E212;0;METOJECT 10 mg/0,20 ml, solution injectable en stylo prérempli;0
CB139B976DA8A074A5C564B5CD3687F9405CF56A;0;FRACTION FLAVONOIQUE PURIFIEE MYLAN PHARMA 500 mg, comprimé pelliculé;0
22EA3D7CC4210B0E45B67772AF80DACB8769A39C;1;BUPRÉNORPHINE|2 mg;SUBUTEX 2 mg, comprimé sublingual;0
F44B2FCA2415179A957F2CC5F2461FE5BE3BAD6D;0;SOLUPRICK CONTROLE NEGATIF, solution pour prick-test cutané;0
69A5A04845E5771A5F7FB817B66EBB4E59D57DE2;1;FENTANYL|0,100 mg;FENTANYL PANPHARMA 0,1 mg/2 ml, solution injectable (IV et péridurale);1;A27EA42A46D2195564A13489DA5C98408AB99E4B
09A7E8D767A8A8C56F4E493D89B89C42ECE02177;0;DILTIAZEM BIOGARAN LP 300 mg, gélule à libération prolongée;0
71F6F512CE0FA688D6FCD756B7BA3B94FE02F69E;1;BRIMONIDINE|0,132 g;ALPHAGAN 0,2 % (2mg/ml), collyre en solution;1;5DA6A61738AAE41BA4D8B4AF3E27010E38A5B06D
D4BC0925E1DE673FFCF8716A34F339FB742C1AAC;0;MATRIFEN 12 microgrammes/heure, dispositif transdermique;0
38A1BD1C95397EABFF83FB34D30A4C99798A03FD;1;LANTHANE|1000 mg;FOSRENOL 1000 mg, comprimé à croquer;1;D5D6D0F086FCD28EF4CBF388C94047C8B308572E
79C3B973916A0383C9202ED4AE249016FB1A22CC;0;TRAVOPROST SANDOZ 40 microgrammes/mL, collyre en solution;0
297283AE3733BD6DE1347C6E407C44DEBC019434;0;SULFUR BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
34540422400B3623BF1A10049F9F982EDCDC2363;0;RAMIPRIL ALTER 10 mg, comprimé sécable;0
C9D4B304E8391B05C3530ED016850C50F6E431B3;1;CALCIPOTRIOL|0,0050 g;DAIVONEX 50 microgrammes/gramme, pommade;0
0D5E9B89E44CCF37F40678E72C6F99E951135AAE;1;LANTHANE|750 mg;FOSRENOL 750 mg, poudre orale;1;D45878E3A683180E311D18D81134D288B1B0793A
56FF6D7600A49F027A5D4D1780EC4BB353FB1AE2;1;GLUCOSE ANHYDRE|5 g;GLUCOSE 5 % PROAMP, solution injectable;1;C12DA7B6DE8A76BFF5EC83153F136A82F675107C
87DA9AF80B453990E00153681B8BC13A88E2D62F;0;OXOMEMAZINE BIOGARAN 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique;0
5BF3E0750CBFCFAC2A8DA58FC65722C72DE82AD4;1;CIPROFLOXACINE|250 mg;CIPROFLOXACINE ACCORD 250 mg, comprimé pelliculé;0
B1F13EE9FE88C8C059DFCE58E8B468581F85CD7C;1;IMATINIB|400 mg;IMATINIB SANDOZ 400 mg, comprimé pelliculé;0
899226DC7E045461C6DE26B64510391DA822B2D1;1;METFORMINE BASE|390 mg;METFORMINE RANBAXY 500 mg, comprimé pelliculé;0
89C98EB3056668F17A444A50E816F6FFA0C3DAA3;1;CARBIDOPA ANHYDRE|25 mg;STALEVO 100 mg/25 mg/200 mg, comprimé pelliculé;0
03332C97D022527EB3782CC25D1AC3E4F9525A5B;0;CALENDORON, crème;0
F83A02A99061A6B397220FB09082C9AC5E39B25B;1;SPECTINOMYCINE|2 g;TROBICINE 2 g, poudre et solvant pour solution injectable;0
CA5F2F1803FBF811975122D4C547157A59A92C30;0;CETIRIZINE TEVA CONSEIL 10 mg, comprimé pelliculé sécable;0
48AB8E9826D0FA9E41A8F43992B01AF7368774AB;0;SERESTA 10 mg, comprimé;0
84CBA462D1846E63BBAFBA59052F492C3EFF068E;1;FLUOR ÉLÉMENT|0,090 mg;OLIGOSTIM FLUOR, comprimé;1;57D44A2F77D53F7CE31BF7792DF85E206A3E10FB
D04DDFA8D3D0AB7F2DDC07757A82D8B0359EC5FF;0;KEVZARA 150 mg, solution injectable en seringue préremplie;0
251D5E434C9E88D224BEBCFE5F5F695440A4D220;0;GLIMEPIRIDE SANDOZ 2 mg, comprimé;0
BA067ADDA72451AFD5D40D85AF08FF0333AF01B6;0;STERILLIUM, solution pour application locale en flacon;0
C23D888A97176992F005D588427D975CA210CA69;1;THÉOPHYLLINE ANHYDRE|300 mg;THEOSTAT 300 mg A LIBERATION PROLONGEE, comprimé sécable;0
C461A80D0C91CFA170DA600FE26B4486F15C9529;1;BUPRÉNORPHINE|2 mg;BUPRENORPHINE ARROW 2 mg, comprimé sublingual;0
