B846BD1D91526E79150E0C2DF4BC97F5832D62A9;1;OXALATE D'IVABRADINE|5,961 mg;IVABRADINE MYLAN 5 mg, comprimé pelliculé;0142414184F95C6A39DBE6D5428874BB5B6968D1
FB23B0779482770D3178DA54D56A019D1705BA8E;1;CHLORHYDRATE DE ROPINIROLE|4,56 mg;ROPINIROLE BIOGARAN LP 4 mg, comprimé pelliculé à libération prolongée;3092E370CE9F683AE954469628D0A42A42E62D13
2CB4BD1CEF3703A3B3A8CEDF3D1440172EDE019D;1;FOSFOMYCINE TROMÉTAMOL|5,631 g;MONURIL 3 g, granulés pour solution buvable en sachet;C558B1641B659E92CA85F1013F9A2F59B0773313
31B4CEE42FE74F2BE4F88D26E7F1E78D26D81C68;3;DEXAMÉTHASONE|0,05 g;SALICYLAMIDE|8,5 g;SALICYLATE D'HYDROXYÉTHYLE|10 g;PERCUTALGINE SPRAY, solution pour pulvérisation cutanée
81AA6D6896BEF6535E735669947852DB258D81B2;2;ACIDE ASCORBIQUE|0,20000 g;ACÉTYLSALICYLIQUE (ACIDE)|0,50000 g;ASPIRINE 500 mg VITAMINE C OBERLIN, comprimé effervescent
E72A7A2E8163291BB2B7E3D70D47581DA654EF5A;1;PIROXICAM|20 mg;FELDENE 20 mg, suppositoire
3D69584BE59F916A653C7B205AC7797A68454A8D;2;VALSARTAN|80 mg;HYDROCHLOROTHIAZIDE|12,5 mg;VALSARTAN/HYDROCHLOROTIAZIDE TEVA 80 mg/ 12,5 mg, comprimé pelliculé
A05A7E97193918264A7EA5CDD6F0F10160E8F481;1;CARBOCISTÉINE|5 g;CARBOCISTEINE MYLAN 5 POUR CENT ADULTES, sirop
389A6C02940BE1E888F8FC2B61A8F6591C3389E8;1;SULFATE DE TERBUTALINE|0,5 mg;BRICANYL 0,5 mg/1 ml, solution injectable en ampoule
A8DEC6942C2DBF475006934332AB8C51BC3C9ED2;1;IBUPROFÈNE|200 mg;ANTARENE 200 mg, comprimé pelliculé
7DCD2CA75F88FD4E778E99AC1D71697516B50F7E;1;OXALATE ACIDE DE NAFTIDROFURYL|200 mg;DIACTANE 200 mg, comprimé pelliculé
9EE99E38496CCD8255C1DB3B099C2DD7041AE193;1;PARACÉTAMOL|500 mg;PARACETAMOL GNR 500 mg, comprimé effervescent
A49246F91F95CEF3841034DF62F71A38343093E2;1;NATALIZUMAB |20 mg;TYSABRI 300 mg, solution à diluer pour perfusion
09E9694EFC4AF1676A58665F25B4935EFCFA4E97;1;CÉFACLOR|523 mg;ALFATIL LP 500 mg, comprimé pelliculé à libération prolongée;95C4AA38EC30F2179C6B44068BEB62EAC9843697
BF589D044C0407DFEC55A2607021EC3878AA32FA;1;CHLORHYDRATE DE MÉTHYLPHÉNIDATE|40 mg;RITALINE L.P. 40 mg, gélule à libération prolongée
11416965B7406E12020EEB19FA1C4BDC134F48E4;1;ÉTANERCEPT |25 mg;BENEPALI 25 mg, solution injectable en seringue préremplie
3E6B226C8F031A4A72C6362BB5C6E569918458B7;1;FUMARATE DE BISOPROLOL|5 mg;BISOPROLOL CRISTERS 5 mg, comprimé sécable
32DD75F7687FBAEC97C0B7792A9B4D314E54795D;1;CHLORHYDRATE DE MORPHINE|20,00 mg;MORPHINE (CHLORHYDRATE) LAVOISIER 20 mg/ml, solution injectable
A1DB9D1176785A6924C11A808AB67642B83F5EF8;1;FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (POUDRE DE)|220 mg;ARKOGELULES FUMETERRE, gélule
6AD1F3E8DE16AD2AE360A489DC7E4D56760187D5;1;ÉNOXAPARINE SODIQUE |60 mg;LOVENOX 6 000 UI (60 mg)/0,6 ml, solution injectable en seringue préremplie
60CDA8B7E838593D6889D7B70B67FA92EA3E2B2A;1;APRÉMILAST|30 mg;OTEZLA 10 mg, comprimé pelliculé, OTEZLA 20 mg, comprimé pelliculé, OTEZLA 30 mg, comprimé pelliculé,
B4667577DD5DEBB5DDECA44893BD8F1C88AC8286;1;VISCUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 4 %);VISCUM ALBUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
6C38CD1E9BE43B296F950C96680E11366DE46859;2;FACTEUR WILLEBRAND DE COAGULATION HUMAIN|100 UI;FACTEUR VIII DE COAGULATION HUMAIN |100 UI;WILSTART, poudres et solvants pour solution injectable
C05B5DB3A98B972BFB3B412A80AD233980E5CA48;1;DICHLORHYDRATE DE LÉVOCÉTIRIZINE|5 mg;LEVOCETIRIZINE CRISTERS 5 mg, comprimé pelliculé
7968DD381A33BFE36FCF22465E134F18C9991A3F;1;CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ|;PAROXETINE ISOMED 20 mg, comprimé pelliculé sécable;96C30146650BAEBD43F90018C05F13D82C474928
15B31015963E99A0BB82CADAEE9A3B3AC7D2A70B;1;CÉFOXITINE SODIQUE|;CEFOXITINE HOSPIRA 2 g, poudre pour solution injectable (IV);80F17150CAB0FA69308E76414F1D2FA1AFCED303
89A7B42D190088412B509AADB5E8E55ED65397CA;1;ACÉTATE DE CYPROTÉRONE|50,00 mg;CYPROTERONE BIOGARAN 50 mg, comprimé sécable
6920A69B8C5FDD659C8F8AD020906411C01897B6;1;PASSIFLORE (EXTRAIT DE) (SEC)|100 mg;NIRVA 100 mg, gélule
3030A42F2DE02E1DB243F8575E36575EDCBDB612;1;MITOMYCINE C|20 mg;AMETYCINE 20 mg, poudre pour solution injectable
6119397A4EF88378F6C184604A17DDB2D715CE40;1;VIGABATRINE|500 mg;SABRIL 500 mg, granulés pour solution buvable en sachet-dose
21009586FCDBA554C811B9B17C653AA17C30CB3F;1;CEFPODOXIME PROXÉTIL|;CEFPODOXIME ISOMED 100 mg, comprimé pelliculé;789E7F7E691DE48E5BEAA99D43CA614FFED0A590
27A112FD736F898B2C20188BC180B191BF202549;1;TRANDOLAPRIL|4 mg;TRANDOLAPRIL ARROW 4 mg, gélule
596D9CA2B4589495A2412734E679D12874B3EF49;1;PEGVISOMANT |20 mg;SOMAVERT 20 mg, poudre et solvant pour solution injectable
9A9557D9E7454A89F92A757693720C3B5FF34FD3;1;IBRUTINIB|140 mg;IMBRUVICA 140 mg, gélule
32E07068602BD8DA12E84DC7678BA7A91890CE4E;1;CHLORHYDRATE DE TRAMADOL|100 mg;MONOTRAMAL L.P. 100 mg, comprimé à libération prolongée (UNE PRISE QUOTIDIENNE)
F5C0C49CDC3D52284A63747674E4DCBF3A70B4F7;1;CHLORHYDRATE DE TOPOTÉCANE|;TOPOTECANE ACCORD HEALTHCARE 4 mg, poudre pour solution à diluer pour perfusion;C716DA5B33B73D95AB368A690D656561FF62295D
A46DC26D0FF0E5BF5D0282E8CFF3DD34CC67CDCA;1;PAMIDRONATE DE SODIUM|3 mg;PAMIDRONATE DE SODIUM HOSPIRA 3 mg/ml, solution à diluer pour perfusion
D699E8F88D1BA5C29864819895704F10CB06A0F4;1;OMÉPRAZOLE|20 mg;OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
EB65E6ED53441B1D2AC3C64F48C92ED6D510B654;2;PÉRINDOPRIL ARGININE|5 mg;BÉSILATE D'AMLODIPINE|13,87 mg;COVERAM 5 mg/10 mg, comprimé
D90DCA2EB8949B064F1EECB22B88BBFF99767220;1;PHLOROGLUCINOL HYDRATÉ|80 mg;PHLOROGLUCINOL RPG 80 mg, comprimé orodispersible
FC8C6B5D64286807DD316C33E6317391651A77A0;1;CARBOCISTÉINE|5 g;CARBOCISTEINE SANDOZ CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique
E0E04B6D2B96246CBEFC153223B2AADA6DEA7D2A;1;TRÉPROSTINIL SODIQUE|;REMODULIN 5 mg/ml, solution pour perfusion;0D78E030E835552F1B7A23184E4E2120F9BF8461
65AF7BA8A73D70F25B4C3AA19342146A99E9F535;1;FLUDÉSOXYGLUCOSE [18F]|150 MBq;GLUCOTEP 150 MBq/mL, solution injectable
0AE20675D0D0AA109D8593ADF6A549E82B4E2151;1;BÉSILATE D'AMLODIPINE|13,89 mg;AMLODIPINE PHR LAB 10 mg, gélule;B8B6D327DE703E203B78BA25AA251DD4AF265A6E
5763002EA1C1F9F18E39DE001DF81E8997A1D958;1;MÉLOXICAM|15 mg;MELOXICAM ZENTIVA 15 mg, comprimé sécable
B04954C7E2F5FAAACB85F872008CB79D1B5AFF9D;1;PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);PAEONIA OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
F726A769BDDBDB82D732EE2D0921D0745EC78772;1;TESTOSTÉRONE|22,5 mg;TESTOPATCH 1,8 mg/24 heures, dispositif transdermique
717504739FC723AFF0994E895CB55C0E588F966D;1;OMÉPRAZOLE|10 mg;OMEPRAZOLE KRKA 10 mg, gélule gastro-résistante
3909BF5CB5897EAB47C40C7898940306746D2CC9;1;NICOTINE (RÉSINATE DE)|21,80 mg;NIQUITIN MENTHE FRAICHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol et au xylitol;CD827AEF98551F07B4F7C2C234C0E002F1E8FF01
D090C9B3CC2044A8A2336BBCAEAE409CC4DE3E73;1;DOMPÉRIDONE|10 mg;DOMPERIDONE BIOGARAN 10 mg, comprimé orodispersible
8C63C5C5EF6411339F49B65977BD1072B1FAE6CB;1;OCTOCOG ALFA |250 UI;ADVATE 250 UI, poudre et solvant pour solution injectable
ACD9E6E907A78A6DE9851A85BCA346F4D611A613;1;TÉRAZOSINE (CHLORHYDRATE DE) DIHYDRATÉ|5,935 mg;HYTRINE 5 mg, comprimé;3E612677DFA6279F60B10CB224DA17C80FEA3610
D8AD41CBC8EE056E9CB659129C15B503DD78B7D6;1;FENTANYL|4,2 mg;DUROGESIC 25 microgrammes/heure, dispositif transdermique
974C6A74B0CCF393AB53DF052FB6FF9AC5DC1A02;1;ACÉTATE DE FLÉCAÏNIDE|100 mg;FLECAINIDE ZENTIVA LP 100 mg, gélule à libération prolongée
B749718BE06C94E3435647C2401758573980CF36;1;FUMARATE DE BISOPROLOL|10 mg;BISOPROLOL MYLAN 10 mg, comprimé pelliculé sécable
0C019638CC836A0015ACF9F7A9C6F4908173B753;2;VALSARTAN|160 mg;HYDROCHLOROTHIAZIDE|12,5 mg;VALSARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 160 mg/12,5 mg, comprimé pelliculé
AFBB7DD292DA0522DAE95E2A37248A8D5BB4AB7C;1;ÉSOMÉPRAZOLE MAGNÉSIQUE|;ESOMEPRAZOLE RANBAXY 40 mg, comprimé gastro-résistant;CC55D8BE7C2359E5AD8A72C55ADD118885BDA744
81264EB88ABD72639655DF207A05423FF05F765D;1;CÉFADROXIL|6 g;ORACEFAL 500 mg/ 5 ml, poudre pour suspension buvable
DD0E86F768E85D254B05D96530A4274240B61CD2;1;HYDROCORTISONE (HÉMISUCCINATE SODIQUE D')|;HYDROCORTISONE UPJOHN 100 mg, préparation injectable;090D72281B6C10967C0515631A37A2E0FFB0CF7B
9826E89F2746CD35FB85554739F4EDB875C081D9;1;LÉVONORGESTREL|1,5 mg;LEVONORGESTREL CRISTERS 1,5 mg, comprimé
00003F492FB1784F3D42A8DDB00D608171BC9856;1;MÉTHOTREXATE DISODIQUE|;METOJECT 7,5 mg/0,15 ml, solution injectable en seringue préremplie;C4558FD7DAF491E143E4BEDBD1F25399B3E3EC03
273BC21E01FF14492F5C6F59F344919777B76B9B;1;ACÉTYLCYSTÉINE|200 mg;ACETYLCYSTEINE MYLAN 200 mg, poudre pour solution buvable en sachet-dose
6507D9F1D3058C88A91466D39B602C31A2BEE7C9;1;TACROLIMUS MONOHYDRATÉ|4,08 mg;ENVARSUS 4 mg, comprimé à libération prolongée;A9B91DCCCE20759F34B3104BA59FEEC5E2179B01
397613C8ACD6D7994C68FEFD569661670CDEC02D;1;DEXPANTHÉNOL|250,0 mg;BEPANTHENE 250 mg/ml, solution injectable I.M.
7F29171664545984D635E9F007B1C127A90087BE;1;PARACÉTAMOL|1 g;DAFALGAN 1000 mg, comprimé pelliculé
32EAECE56EBE798C476D7A8A705E8877CEB17869;1;PRÉGABALINE|200 mg;PREGABALINE HCS 200 mg, gélule
E99358FDF0E261557D2D7DBFB9A537A824EE6EF8;1;BRINZOLAMIDE|10 mg;BRINZOLAMIDE ARROW 10 mg/mL, collyre en suspension
054EB42FE452C4122CF62A5007763DFC527B7387;1;CHLORHYDRATE DE SERTRALINE|;SERTRALINE ACTAVIS 50 mg, gélule;DA7232C815CA1D75D0929C413454424FF872BEDF
ADCC7CBE041AC5CF7060E8E9D5EBE281C191A0B6;1;TOXINE BOTULINIQUE TYPE A |4 unités ALLERGAN;VISTABEL 4 UNITES ALLERGAN/0,1 ml, poudre pour solution injectable
CC2E5BD2FEBACF9EE73BD4A6CCB5478175577BFC;1;BÉLIMUMAB |120 mg;BENLYSTA 120 mg, poudre pour solution à diluer pour perfusion
79E62D9DDA891A2E904AD430F460B9D09A3B9265;1;CHLORHYDRATE DE TERBINAFINE|;TERBINAFINE CRISTERS 250 mg, comprimé sécable;284CE57937EAEA589D2D9183929253834ED0EEBB
4DC85F168FA16386E60A693AEC8BBFCA6ADCCE80;1;AMOXICILLINE TRIHYDRATÉE|;AMOXICILLINE BIOGARAN 500 mg, gélule;F3CB03EA2CAA234EA239C8D3209D219850C2E14B
8B997ABC360446DE19FB743F42F922641DADFD18;2;ABACAVIR (SULFATE D')|702 mg;LAMIVUDINE|300 mg;KIVEXA 600 mg/300 mg, comprimé pelliculé
11610E6E2323C6B5E47236CC5C6E541C87470609;1;CARBOCISTÉINE|2 g;CARBOCISTEINE SANDOZ CONSEIL 2 POUR CENT ENFANTS, sirop
2447618F877DB2E9B0B77C08B3082349FDFF36E1;1;ÉVÉROLIMUS|0,1 mg;CERTICAN 0,1 mg, comprimé dipersible
6BD94D9D38770149EFF3DDF0631B50B8D0F491F2;1;BROMURE DE VÉCURONIUM|10 mg;NORCURON 10 mg, poudre pour solution injectable
59ED977A655406B4A86C8BF32C99A15B5E7C4F63;1;FLUVASTATINE SODIQUE|42,12 mg;FRACTAL 40 mg, gélule;2493CAFC492198312DCFCAA071E12C5231300D50
1303E271A011E26B3882550F53DE0C53461E90FA;1;KALIUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES|2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);KALIUM SULFURICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
EF95046C7986F3BE5C23482433F6BAB0F3219DF8;1;DÉSOGESTREL|75 microgrammes;DESOPOP 75 microgrammes, comprimé pelliculé
4808C90859CA30B4906DE5D3DDF6E340204667CA;2;PÉRINDOPRIL ARGININE|10 mg;FUMARATE DE BISOPROLOL|10 mg;COSIMPREL 10 mg/10 mg, comprimé pelliculé
4D6BB52C8EEE6C263F9500D61F7B2EFC2552D845;1;MOLSIDOMINE|4 mg;MOLSIDOMINE CRISTERS 4 mg, comprimé sécable
F44B2FCA2415179A957F2CC5F2461FE5BE3BAD6D;0;SOLUPRICK CONTROLE NEGATIF, solution pour prick-test cutané
41A4EAB099488A5E4489BA28B69A4F6FB1257F1B;1;CITRATE DE TAMOXIFÈNE|15,20 mg;TAMOXIFENE BIOGARAN 10 mg, comprimé;038D7CF3E90A6ADCA09386036A9D89FF63EC12A9
6D6F36E43DE2B0C3FF9EEFCBCE1DED8F1B400C66;1;OXALATE D'ESCITALOPRAM|;ESCITALOPRAM BROWN & BURK 10 mg, comprimé pelliculé sécable;094626DAC7FAF04015E65AC307F6B300AF4DF02F
4A474A859BA1E9EA821BF8091737F6E51D759F08;1;FLUMAZÉNIL|0,1 mg;FLUMAZENIL PANPHARMA 0,1 mg/ml, solution injectable
22617EAB536DC4FE0893EE3C64BAAED2BFE5185A;1;ROSUVASTATINE CALCIQUE|;ROSUVASTATINE KRKA 20 mg, comprimé pelliculé;D41719D3AA6FCB95B80BE91BB2FA5676B8F94C1B
AD2F0AEC595A77A6D41D11A40A62C89E772A1A60;1;CHLORHYDRATE DE NALBUPHINE|20 mg;NALBUPHINE MYLAN 20 mg/2 ml, solution injectable
C7F43806D7C4BCD4404EF7A15B7B1D8A367CAD97;1;BÉNAZÉPRIL (CHLORHYDRATE DE)|5 mg;BRIEM 5 mg, comprimé pelliculé sécable
D02804BFDE312D52FA08BD455496B0C0EEB10709;1;ÉTORICOXIB|30 mg;ETORICOXIB ZYDUS FRANCE 30 mg, comprimé pelliculé
A2B3296BC46F10DEE9ECEBCA11DB3C782C98052B;1;ASFOTASE ALFA |40 mg;STRENSIQ 40 mg/ml, solution injectable
376B002E2BC100E2CCFFFBE76F4005A8B9BA358A;1;IRBÉSARTAN|300 mg;IRBESARTAN SANDOZ 300 mg, comprimé pelliculé
D3F7C2985190E0AD7962277FFBFCE6FEBE28B25A;1;OMÉPRAZOLE|20 mg;OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
F04E9668EED42A4AEC75372048E2B03C7BAF7D11;1;BLEU DE PRUSSE INSOLUBLE|500 mg;RADIOGARDASE 500 mg, gélule
B9B12B67E1B67290935965A79EE195604EB5E54D;1;TÉTRAKIS CUIVRE (TÉTRAFLUOROBORATE DE)|1 mg;MIBITEC, poudre pour solution injectable. Trousse pour préparation radiopharmaceutique
8F2A09809C3C7D910C0C11B21C932D881D2D248D;1;ACÉTYLLEUCINE|500 mg;TANGANILPRO 500 mg, comprimé
9772D3DBA9F4C1AE2E5C74951AC150E8B7615054;1;FOSINOPRIL SODIQUE|10 mg;FOSINOPRIL TEVA 10 mg, comprimé sécable
8BAD4481FFE30570D4ED8B095BDE7CCB6690D71B;1;PRAVASTATINE SODIQUE|40 mg;PRAVASTATINE EVOLUGEN 40 mg, comprimé pelliculé
5FE0F4CF78B70022CE4B1098DB97D99D31BA2E41;1;MÉSILATE DE LENVATINIB|4,90 mg;LENVIMA 4 mg, gélule;F2B4AE423805DFF7053A9B1403FDC4DDD7C05794
5CA276069F8447EAF98A2A0B92746A01F0B878B2;1;TACROLIMUS MONOHYDRATÉ|0,3 mg;PROTOPIC 0,03 %, pommade
9F21D540AA46EE8FC3A6CE8A99258B37257561F0;1;CARBOPLATINE|10 mg;CARBOPLATINE ARROW 10 mg/ml, solution pour perfusion
5042E84007EF5496D5BBCDF6F57271A9956EE999;1;DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ|150 microgrammes;OCTIM 150 microgrammes/dose, solution pour pulvérisation nasale;6EF4F9CEC26A52DF31FB56B6376E2F682143E50F
2FEE3A4B0A73FED02F2D8189A471334429E55E3A;1;ÉZÉTIMIBE|10 mg;EZETIMIBE ALTER 10 mg, comprimé
E722B2501E6F1DF8517457D5E39081913E0BF8DB;1;RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ|5 mg;ACTONEL 5 mg, comprimé pelliculé;DB45C15FDD704391E3BB5C0A7D323B5176BCA556
CFAE8E1E938BB9B1EB5E8CE63ADFB517AC063341;2;DROSPIRÉNONE|3 mg;ÉTHINYLESTRADIOL|0,02 mg;DROSPIBEL 0,02 mg/3 mg, comprimé pelliculé
1050E898FF5890B146A567E09C54B6C92C2B539E;1;CAPÉCITABINE|500 mg;CAPECITABINE BIOGARAN 500 mg, comprimé pelliculé
BFA8D29305CDEFE37C52B68564A8CA37ADBA9B60;1;DICHLORHYDRATE DE CÉTIRIZINE|10 mg;ALAIRGIX ALLERGIE CETIRIZINE 10 mg, comprimé à sucer sécable
D0A841203C60CA21464637315E8B78737FF55709;1;DICLOFÉNAC DE DIÉTHYLAMINE|1,16 g;DICLOFENAC SANDOZ 1 %, gel en flacon pressurisé;5301CDDD55A653A6AEDF0E0FBF6F4CA2030658E0
A954BBAF304CD2235D76682BCA307730AF667C0C;1;CAPÉCITABINE|150 mg;CAPECITABINE SANDOZ 150 mg, comprimé pelliculé
7D312050A7AD095A15B729ADD06FA4DB71C3249A;1;LACTULOSE LIQUIDE|;LACTULOSE BIPHAR 10 g/15 ml, solution buvable en sachet-dose;9214CBBA5987A26939388BA57398F5D9DEC14731
798EE000D513D13D96B6BF0CBF3C3D17A8F872D2;1;TOSILATE DE PÉRINDOPRIL|2,5 mg;PERINDOPRIL TOSILATE TEVA 2,5 mg, comprimé pelliculé;BA917FEBAEAD5C3235B238CC8C334959C4250973
00607653D7A62D65174127F7DFDD38AEC8F34E6B;1;BROMAZÉPAM|6 mg;BROMAZEPAM RATIOPHARM 6 mg, comprimé quadrisécable
666AD4BEF3CA3678922AD1B745A2C765AF455597;2;ICHTYOLAMMONIUM|2 g;OXYDE DE ZINC|25 g;OXYTHYOL, pâte pour application cutanée
974E38C2432AC1EB48AD9B10C9AF8A3C0099F4A4;1;BÉSILATE D'AMLODIPINE|;AMLODIPINE CRISTERS 10 mg, gélule;6F0014A10360E41E543700A3A516B5CC21CECDE5
C9BE46DADDEC6DA825D9C9A2C26A220A0CA037A9;2;IRBÉSARTAN|300 mg;HYDROCHLOROTHIAZIDE|25 mg;IRBESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 300 mg/25 mg, comprimé pelliculé
46D674B7A777EEBF3C2DB055B0E4E35CD95F8DF8;1;RAMIPRIL|2,5 mg;RAMIPRIL ISOMED 2,5 mg, comprimé sécable
9513282633904DA86E2B5557C0F9DC04E60D0642;1;ACIDE ASCORBIQUE|1000,00 mg;VITAMINE C ARROW 1 g, comprimé effervescent
4211D9485D3A9F585F8EA53EF218CB11FED67038;1;PIROXICAM|20,0 mg;PIROXICAM EG 20 mg, gélule
1D4976661AFB5AA71F363BEECB100B9109859AD2;1;CHLORHYDRATE DE LOPÉRAMIDE|2,00 mg;LOPERAMIDE SANDOZ 2 mg, gélule;C5C5FA01381BC6D15338F2420E82EE2EEC274967
DF6A2C9CA759B94EB398E1D882071CE78193F66D;1;TADALAFIL|20 mg;ADCIRCA 20 mg, comprimé pelliculé
0B4951972CEF22A24754237312696B08262292FC;1;CHLORHYDRATE DE VALGANCICLOVIR|496,3 mg;VALGANCICLOVIR TEVA 450 mg, comprimé pelliculé;D74E1314B4687F177F40371E3DBEAD9AD23DA164
E589AB8E6341EA4D710A9481FAC8E6D516087D7A;2;NITRATE DE THIAMINE|250,00 mg;CHLORHYDRATE DE PYRIDOXINE|50,00 mg;PRINCI B, comprimé pelliculé
4D82F898DC7AA861E7D9D17E4CB8D4306ECDFB2E;2;BOURDAINE (ECORCE DE) (EXTRAIT SEC D')|20 mg;CASCARA (ÉCORCE DE) (EXTRAIT SEC DE)|24 mg;DRAGEES VEGETALES REX, comprimé pelliculé
29F66FC600A1DB4748119ED6FBD3797B1BD1721E;2;LÉVODOPA|100 mg;BENSÉRAZIDE (CHLORHYDRATE DE)|28,48 mg;MODOPAR 125 DISPERSIBLE (100 mg/25 mg), comprimé sécable pour suspension buvable
D2DAD0CC3F32D98EFD3425B3FE66618C69C94664;1;TÉTRADÉCYL SULFATE DE SODIUM|10 mg;FIBROVEIN 1 %, solution injectable
E1A674EE494FA40891FD9249482E5BC5887F6FA0;1;KÉTOPROFÈNE|2,5 g;KETOPROFENE RATIO 2,5 %, gel
D014B3CFF6E37F522F4B3097EE614305732CFE70;1;LAMOTRIGINE|200,00 mg;LAMOTRIGINE RATIOPHARM 200 mg, comprimé dispersible
75B46A19A754DA748E23CDB078E0AA1CFCB73928;1;GLIMÉPIRIDE|2,00 mg;GLIMEPIRIDE ZYDUS 2 mg, comprimé
4E3B40A9F2583A593E49DA0424ADA05CF51492E9;1;POVIDONE|6 mg;UNIFLUID 6 mg/ 0,4 ml, collyre en solution en récipient unidose
0E51B89A8804EDAEB1A32F1A6ED305C5A5B5C344;1;HYDROGÉNOTARTRATE DE RIVASTIGMINE|;RIVASTIGMINE BIOGARAN 3 mg, gélule;787B9A69436EDF99CFE5229CA0A36735D8107146
C130551E43FE45558300F39C1FE09E8050CED8E1;1;PIROXICAM|10 mg;PIROXICAM PFIZER 10 mg, gélule
6C3334F7571CB64BD72F15F9D4BAF6B62B68206B;2;DIÉNOGEST|2 mg;VALÉRATE D'ESTRADIOL|2 mg;CLIMODIENE 2 mg/2 mg, comprimé enrobé
5450F3E680EC0F1F68CF50938AB434D265446D01;2;ACIDE ASCORBIQUE|500 mg;ARGININE (ASPARTATE D')|1500 mg;FASTENYL, solution buvable en ampoule
63F3ADF7516E948AD295BD0C90516DEEA4B58B06;1;FUMARATE DE QUÉTIAPINE|;QUETIAPINE ZENTIVA LP 50 mg, comprimé à libération prolongée;A26392B7B5928A412F7C9D52014F76BC819B2AC5
9EF964CE801A6BE8D93472DB337E99C181DA570C;2;CÉTRIMIDE|0,15 g;LIDOCAÏNE|5,00 g;ZIACAINE, solution pour usage dentaire
49A5DE8D76CF2B6BE512D6186181815302793820;1;FUROSÉMIDE|500 mg;LASILIX SPECIAL 500 mg, comprimé sécable
C553171AEF4D2F65A386EAB7623FA826199D8C1A;2;LOSARTAN POTASSIQUE|100 mg;HYDROCHLOROTHIAZIDE|12,5 mg;LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 100 mg/12,5 mg, comprimé pelliculé
D1702F6372C804449517FAA7DC7810F4B11ABE91;1;CHLORHYDRATE DE VALACICLOVIR|611,7 mg;VALACICLOVIR ALTER 500 mg, comprimé pelliculé;4500389A6EB18A8323F29989102B94DA738BD22E
